Hiligaynon,English
"Nag-pabutyag sang iya ""Dissenting Opinion"" ang isa ka huwis.",One judge expressed his/her dissenting opinion.
Ang hinalung-ong (Understanding) sang balaud kinahanglan sang tanan.,The deep understanding of the law is needed by everyone.
Gin-hingadlan sang suspek ang iya mga kaupdanan sa krimen.,The suspect named his/her accomplices in the crime.
"Ang ordinansa sa Pavia naga-dumili sang ""Curfew"" para sa mga menor.",The ordinance in Pavia prohibits (sets) a curfew for minors.
"Nag-pangita sang ""Alibi"" ang akusado para sa gab-i sang krimen.",The accused looked for an alibi for the night of the crime.
"Ang pag-usisa sang ""Autopsy Report"" tuman ka importante.",The examination of the autopsy report is very important.
Gin-tapna sang kapulisan ang pag-lapnag sang iligal nga sugal.,The police stopped/suppressed the spread of illegal gambling.
Ang hustisya indi mabakal sang kwarta ukon sang gahum.,Justice cannot be bought by money or power.
Nag-pakitluoy ang iloy sang biktima nga ihatag ang hustisya.,The victim's mother pleaded for justice to be given.
Ang desisyon sang Supreme Court amo ang katapusan nga hitabo.,The Supreme Court's decision is the final event.
"Gin-asikaso sang ""Social Worker"" ang bata nga biktima sang pagpamintâ.",The social worker attended to the child victim of abuse.
"Ang dokumento sang ""Notaryo"" kinahanglan mag-agi sa ""Verification"".",The notary's document must undergo verification.
Nag-pabalik-balik ang pamilya sa presinto para sa update sang kaso.,The family kept going back to the precinct for case updates.
"Ang transparency sa gobyerno naga-buhin sang ""Corruption"".",Government transparency reduces corruption.
"Gin-pangunahan sang NBI ang ""Surveillance"" sa suspetsado.",The NBI led the surveillance on the suspect.
"Ang kaso sang ""Libel"" tuman ka lapnag subong sa social media.",Libel cases are very common now on social media.
"Nag-pasalig ang ""Chief of Police"" nga ma-resolba ang krimen.",The Chief of Police assured that the crime would be resolved.
"Ang kinamatarong sa ""Silent"" (Miranda Rights) dapat i-hambal sa suspek.",The right to remain silent must be told to the suspect.
"Gin-basa ang ""Information"" sang kaso sa atubang sang akusado.",The case information/charges were read in front of the accused.
Ang hearing sa Lunes naga-kinahanglan sang presensya sang tanan.,The hearing on Monday requires the presence of everyone.
"Nag-pabatyag sang iya ""Regret"" ang suspetsado sa sulod sang selda.",The suspect showed his/her regret inside the cell.
Ang jurisdiction sang korte naga-depende sa lugar sang krimen.,The court's jurisdiction depends on the location of the crime.
"Gin-paboran sang huwis ang ""Motion to Dismiss"".",The judge favored the motion to dismiss.
"Ang pamatbat (Verdict) sang korte naga-hatag sang ""Closure"" sa biktima.",The court's verdict gives closure to the victim.
"Nag-pangayo sang ""Legal Advice"" ang negosyante para sa iya kontrata.",The businessman asked for legal advice for his contract.
"Ang pagsilutan sang sala dapat naga-santo sa ""Penal Code"".",The punishment of a crime must align with the Penal Code.
"Gin-imbita sang pulis ang ""Person of Interest"" sa presinto.",The police invited the person of interest to the precinct.
"Ang hustisya naga-kinahanglan sang ""Perseverance"" sang pamilya.",Justice requires the perseverance of the family.
"Nag-pamatok ang mga abogado sa ""Unlawful Arrest"".",The lawyers opposed the unlawful arrest.
Ang balaud sang kalsada gin-himo para sa seguridad sang drayber.,The law of the road was made for the driver's security.
Gin-lubos sang huwis ang pag-usisa sang tagsa ka detalye.,The judge completed/exhausted the examination of each detail.
Ang pag-antus sang inosente tuman ka pait sa tunga sang korapsyon.,The suffering of the innocent is very bitter amidst corruption.
"Nag-pasilabot ang ""Ombudsman"" sa imbestigasyon sang mga opisyales.",The Ombudsman intervened in the investigation of the officials.
Ang piyansa gin-baydan na para makaguwa ang akusado.,The bail has been paid so the accused can go out.
"Gin-pamatud-an sang ""Ballistics"" nga ang pusil amo ang gingamit.",Ballistics proved that the gun was the one used.
"Ang katam-is sang ""Justice"" ma-agom gid sa ulihi nga inadlaw.",The sweetness of justice will be tasted in the end.
"Nag-pabalo ang otoridad nga ""At Large"" pa ang isa ka suspek.",Authorities announced that one suspect is still at large.
"Ang katungdanan naton tanan amo ang mangin ""Law-abiding citizens"".",Our duty is to be law-abiding citizens.
"Gin-pirmahan sang huwis ang ""Warrant of Arrest"".",The judge signed the warrant of arrest.
"Ang lawas sang biktima gin-dala sa ""Funeral parlor"" para sa ""Autopsy"".",The victim's body was brought to the funeral parlor for an autopsy.
Ginbubo niya ang tubig.,He/She poured the water.
Nagsakay siya sa elevator.,He/She rode the elevator.
Nagdalagan siya paakyat sa hagdan.,He/She ran up the stairs.
Naglingkod sila sa bangko.,They sat on the bench.
Nagpabilin siya sa balay.,He/She stayed at home.
Nagbakasyon sila sa bukid.,They vacationed in the mountains.
Nagbakasyon sila sa baybayon.,They vacationed at the beach.
Masadya ang bakasyon.,The vacation is fun.
Kapoy ang pagbiyahe.,Traveling is tiring.
Maayo ang amon biyahe.,Our trip was good.
Naka-abot kami.,We arrived.
Dugay kita nga nagkita.,It has been a long time since we saw each other.
Maayo ka man?,Are you okay?
Sige na.,Come on. / Go ahead.
"Hay, maayo man.","Ah, that's good."
Maayo siguro.,Maybe it's good.
Basig maayo.,Perhaps it's good.
Basig indi.,Perhaps not.
Basig oo.,Perhaps yes.
Basta maayo kamo.,As long as you are okay.
Basta handa kamo.,As long as you are ready.
Sana maayo.,I hope it's good.
Sana mapasar ka.,I hope you pass.
Sana makita ta sila.,I hope we can see them.
Sana maayo ang panahon.,I hope the weather is good.
Nagahulat ako sang maayo nga resulta.,I am waiting for a good result.
Maayo ang resulta.,The result is good.
Indi maayo ang resulta.,The result is not good.
Nagapaabot kami sang lista.,We are waiting for the list.
Ginpublika na ang lista.,The list has already been published.
Ara ang ngalan mo sa lista.,Your name is on the list.
Wala ang ngalan mo sa lista.,Your name is not on the list.
Nagpirma siya sang kontraka.,He/She signed the contract.
Nagpirma kami sang kasabutan.,We signed an agreement.
Nagaobra ang makina.,The machine is working.
Patay ang makina.,The machine is not working.
Nabuak ang salamin.,The mirror broke.
Nahulog ang baso.,The glass fell.
Nabali ang kahoy.,The wood / tree broke.
Natumba ang bangko.,The bench toppled over.
Nangitom ang langit.,The sky darkened.
Nagdulom.,It became dark.
Nagliwanag.,It became bright.
Nagamhanan.,Dawn broke. / Morning came.
Nagpangabugto ang adlaw.,The sun broke through.
Maliwanag na ang balay.,The house is already bright.
Nag-on na ang ilaw.,The light is already on.
Patay pa ang ilaw.,The light is still off.
Nagpatawhay sila sa sala.,They rested in the living room.
Naghinay-hinay siya.,He/She slowed down.
Nagtulin siya.,He/She sped up.
Naghinay ang ulan.,The rain slowed down.
Nagtulin ang ulan.,The rain intensified.
Natunaw na ang yelo sa baso.,The ice in the glass has already melted.
Malipay ako kung makauli ka.,I will be happy when you come home.
Malipay ako para sa imo.,I am happy for you.
Grabe ang imo gahom.,Your strength / talent is amazing.
Daw wala man sang iba.,There seems to be no one else.
Isa ka lang.,You are one of a kind.
Espesyal ka gid.,You are truly special.
Importante ka sa akon.,You are important to me.
Wala ako nimo.,Without you. / I don't have you.
Kag kita pa man.,And so it is with us.
Ambot basta naa ka.,I don't know as long as you are here.
Kumpleto na kita.,We are now complete.
Lain man nga pamati.,It feels different.
Daw indi matuhay.,It seems unforgettable.
Daw indi malimtan.,It seems it cannot be forgotten.
Indi ko malimtan ang imo ngalan.,I cannot forget your name.
Nadumduman ko ikaw.,I thought of you.
Pirme ko ginahunahuna ikaw.,I always think of you.
Ikaw pirme sa akon hunahuna.,You are always in my thoughts.
Nagpasalamat ako sa Diyos para sa imo.,I thank God for you.
Palangga ta ikaw sang Diyos.,God loves you.
Ang Diyos pirme ara sa imo tabi.,God is always by your side.
Ako.,I. / Me.
Ikaw.,You. (singular)
Siya.,He. / She. / It.
Kita.,We. (inclusive — you and I)
Kami.,We. (exclusive — we but not you)
Kamo.,You. (plural)
Sila.,They.
Akon.,My. / Mine.
Imo.,Your. / Yours. (singular)
Iya.,His. / Her. / Its.
Aton.,Our. / Ours. (inclusive)
Amon.,Our. / Ours. (exclusive)
Inyo.,Your. / Yours. (plural)
Ila.,Their. / Theirs.
Ako ini.,This is mine.
Imo ini.,This is yours.
Iya ini.,This is his/hers.
Aton ini.,This is ours.
Ako ang naghimo.,I am the one who did it.
Ikaw ang naghambal.,You are the one who spoke.
Siya ang nagluto.,He/She is the one who cooked.
Kami ang nagbuhat.,We are the ones who made it.
Kamo ang nagpili.,You (plural) are the ones who chose.
Sila ang nagdaog.,They are the ones who won.
Ginbuhat ko ini.,I made/did this.
Ginbuhat mo ini.,You made/did this.
Ginbuhat niya ini.,He/She made/did this.
Ginbuhat naton ini.,We (inclusive) made/did this.
Ginbuhat namon ini.,We (exclusive) made/did this.
Ginbuhat ninyo ini.,You (plural) made/did this.
Ginbuhat nila ini.,They made/did this.
Ginahatag ko sa imo.,I am giving it to you.
Ginahatag niya sa akon.,He/She is giving it to me.
Ginahatag nila sa amon.,They are giving it to us.
Ginkuha niya ang akon libro.,He/She took my book.
Ginkuha ko ang imo bag.,I took your bag.
Ginahigugma ko ikaw.,I love you.
Ginahigugma niya kita.,He/She loves us.
Ginahigugma nila sila.,They love them.
Gintatawag ko ikaw.,I am calling you.
Gintawag niya ako.,He/She called me.
Gintawagan nila si Maria.,They called Maria.
Nagakawat ang lalaki sang bugas sa tinda.,The man is stealing rice from the store. (actor focus)
Ginakawat sang lalaki ang bugas sa tinda.,The rice is being stolen by the man from the store. (patient focus)
Ginakawatan sang lalaki sang bugas ang tinda.,The store is being robbed of rice by the man. (locative focus)
Nagaluto si Maria sang pagkaon.,Maria is cooking food. (actor focus)
Ginaluto ni Maria ang pagkaon.,The food is being cooked by Maria. (patient focus)
Nagainom si Juan sang kape.,Juan is drinking coffee. (actor focus)
Ginainom ni Juan ang kape.,The coffee is being drunk by Juan. (patient focus)
Nagbasa si Ana sang libro.,Ana read a book. (actor focus)
Ginbasa ni Ana ang libro.,The book was read by Ana. (patient focus)
Naghigugma si Pedro kay Maria.,Pedro loves Maria. (actor focus)
Ginahigugma ni Pedro si Maria.,Maria is loved by Pedro. (patient focus)
Naghatag ang nanay sang pagkaon sa bata.,Mother gave food to the child. (actor focus)
Ginhatag sang nanay ang pagkaon sa bata.,The food was given by the mother to the child. (patient focus)
Ginhatagan sang nanay sang pagkaon ang bata.,The child was given food by the mother. (benefactive focus)
Nagbakal si Pedro sang isda sa merkado.,Pedro bought fish at the market. (actor focus)
Ginbakal ni Pedro ang isda sa merkado.,The fish was bought by Pedro at the market. (patient focus)
Ginbaklaran ni Pedro sang isda ang merkado.,The market was where Pedro bought fish. (locative focus)
Nagistar ako sa tabuk suba.,I live on the other side of the river.
Nagaistar siya sa Iloilo.,He/She lives in Iloilo.
Nagaistar kami sa bag-ong balay.,We live in a new house.
Bag-ong balay.,New house. (-ng ligature after vowel)
Daan nga libro.,Old book. (nga ligature after consonant)
Sa diutay nga restawran.,At the small restaurant.
Ang lakat nga dasig.,The fast walk.
Matahum nga babaye.,Beautiful woman.
Maayo nga lalaki.,Good man.
Dako nga balay.,Big house.
Gamay nga bata.,Small child.
Bag-ong sapatos.,New shoes.
Daan nga kwarto.,Old room.
Mataas nga bukid.,Tall mountain.
Mababa nga pader.,Low wall.
Mainit nga sabaw.,Hot soup.
Tugnaw nga tubig.,Cold water.
Manamit nga pagkaon.,Delicious food.
Mabug-at nga bag.,Heavy bag.
Magaan nga kahon.,Light box.
Matulin nga kabayo.,Fast horse.
Mahinay nga sarakyan.,Slow vehicle.
Limpyo nga bayo.,Clean clothes.
Mahigko nga sapatos.,Dirty shoes.
Mabanglo nga bulak.,Fragrant flower.
Mabaho nga basura.,Smelly garbage.
Malayo nga lugar.,Far place.
Malapit nga eskwelahan.,Nearby school.
Bag-ong estudyante.,New student.
Matinumanon nga bata.,Obedient child.
Masipag nga trabahador.,Hardworking worker.
Mapintas nga ido.,Fierce dog.
Malinaw nga tubig.,Clear water.
Nagakaon siya.,He/She is eating. (present progressive)
Nagkaon siya.,He/She ate. (past)
Magakaon siya.,He/She will eat. (future)
Pagakaonon niya ang kanin.,He/She will eat the rice. (future passive)
Nagainom siya.,He/She is drinking.
Naginom siya.,He/She drank.
Magainom siya.,He/She will drink.
Ginainom niya ang tubig.,He/She is drinking the water.
Gininom niya ang tubig.,He/She drank the water.
Nagaluto siya.,He/She is cooking.
Nagluto siya.,He/She cooked.
Magluto siya.,He/She will cook.
Ginluto niya ang isda.,He/She cooked the fish.
Ginaluto niya ang manok.,He/She is cooking the chicken.
Nagabasa siya.,He/She is reading.
Nagbasa siya.,He/She read.
Magabasa siya.,He/She will read.
Ginbasa niya ang libro.,He/She read the book.
Ginabasa niya ang pahayagan.,He/She is reading the newspaper.
Nagasulat siya.,He/She is writing.
Nagsulat siya.,He/She wrote.
Magasulat siya.,He/She will write.
Ginasulat niya ang ngalan.,He/She is writing the name.
Nagalagaw siya.,He/She is strolling.
Naglagaw siya.,He/She strolled.
Magalagaw siya.,He/She will stroll.
Nagabalik siya.,He/She is returning.
Nagbalik siya.,He/She returned.
Magabalik siya.,He/She will return.
Nagaturog siya.,He/She is sleeping.
Nagturog siya.,He/She slept.
Magaturog siya.,He/She will sleep.
Nagatrabaho siya.,He/She is working.
Nagtrabaho siya.,He/She worked.
Magatrabaho siya.,He/She will work.
Nagatan-aw siya.,He/She is watching/looking.
Nagtan-aw siya.,He/She watched/looked.
Magatan-aw siya.,He/She will watch/look.
Gintan-aw niya ang salamin.,He/She looked at the mirror.
Nagapamati siya.,He/She is listening.
Nagpamati siya.,He/She listened.
Magapamati siya.,He/She will listen.
Nagahatag siya.,He/She is giving.
Naghatag siya.,He/She gave.
Magahatag siya.,He/She will give.
Ginhatag niya ang regalo.,He/She gave the gift.
Ginhatagan niya ako sang pera.,He/She gave me money.
Nagakuha siya.,He/She is taking/getting.
Nagkuha siya.,He/She took/got.
Magakuha siya.,He/She will take/get.
Ginkuha niya ang libro.,He/She took the book.
Nagabakal siya.,He/She is buying.
Nagbakal siya.,He/She bought.
Magabakal siya.,He/She will buy.
Ginbakal niya ang tinapay.,He/She bought bread.
Nagabaligya siya.,He/She is selling.
Nagbaligya siya.,He/She sold.
Magabaligya siya.,He/She will sell.
Ginbaligya niya ang isda.,He/She sold the fish.
Indi ako nagakaon.,I am not eating.
Wala ako nagkaon.,I did not eat.
Indi ako magakaon.,I will not eat.
Indi siya nagainom.,He/She is not drinking.
Wala siya naginom.,He/She did not drink.
Indi siya magainom.,He/She will not drink.
Indi kami nagaluto.,We are not cooking.
Wala kami nagluto.,We did not cook.
Indi kami magluto.,We will not cook.
Indi ko gusto.,I don't want it.
Wala ko gusto.,I didn't want it.
Wala ko maintindihan.,I didn't understand.
Indi ko mahibal-an.,I don't know.
Wala ko mahibal-an.,I didn't know.
Indi siya diri.,He/She is not here.
Indi ko pag-uyunan.,I will not agree to it.
Wala ko gin-uyunan.,I did not agree to it.
Indi nila ginbuhat.,They did not do it.
Wala nila ginbuhat.,They didn't do it.
Indi maayo.,It is not good.
Wala sing maayo.,There is nothing good.
Indi masakit.,It is not painful.
Indi mainit.,It is not hot.
Indi mabugnaw.,It is not cold.
Indi malayo.,It is not far.
Indi malapit.,It is not near.
Indi mahal.,It is not expensive.
Indi barato.,It is not cheap.
Sin-o ang nagbuhat sini?,Who made this?
Sin-o ang imo ginabantayan?,Who are you watching over?
Sin-o ang imo ginapaabot?,Who are you waiting for?
Sin-o siya?,Who is he/she?
Sin-o sila?,Who are they?
Kay sin-o ini?,Whose is this?
Kanday sin-o ang mga bata?,Whose children are they?
Diin ka gikan?,Where did you come from?
Diin ka makadto?,Where are you going?
Diin ang imo balay?,Where is your house?
Diin ang pinaka-malapit nga bangko?,Where is the nearest bank?
Diin sila nagaistar?,Where do they live?
San-o kamo nagkita?,When did you (plural) see each other?
San-o magsugod ang klase?,When will the class start?
San-o matapus ang trabaho?,When will the work finish?
Ano ang imo ginahunahuna?,What are you thinking about?
Ano ang imo gusto?,What do you want?
Ano ang nagligad?,What happened?
Ano ang imo ngalan?,What is your name?
Ano ang buot sidngon?,What does it mean?
Ngaa ka nagahibi?,Why are you crying?
Ngaa siya wala nagdugok?,Why didn't he/she come?
Ngaa mahal ini?,Why is this expensive?
Ngaa indi ka magkaon?,Why won't you eat?
Paano mo ini ginbuhat?,How did you do this?
Paano kami makadto?,How can we get there?
Paano mo nahibal-an?,How did you know?
Pila ka tuig ka na?,How old are you?
Pila na ka tion diri?,How long have you been here?
Tagpila ini nga sapatos?,How much are these shoes?
Pila ka bi-log?,How many pieces? (round objects)
Pila ang imo numero?,What is your number?
"Kon maayo ang panahon, magkadto kita.","If the weather is good, let's go."
"Kon umuran, indi kita makadto.","If it rains, we cannot go."
"Kon gutom ka, kaon ka.","If you are hungry, eat."
"Kon uhaw ka, inom ka sang tubig.","If you are thirsty, drink water."
"Kon kapoy ka, magpahiway ka.","If you are tired, rest."
"Kon maayo ka mag-hambal Hiligaynon, mas maayo.","If you can speak Hiligaynon well, it's better."
"Kon maabot siya, tawgan mo ako.","If he/she arrives, call me."
"Kon wala siya, indi kita makasugod.","If he/she is not here, we cannot start."
"Kon gusto mo, makakadto ka.","If you want, you can go."
"Kon indi mo gusto, sige lang.","If you don't want to, it's okay."
"Kon nagkita mo siya, ihatag mo ini.","If you see him/her, give this."
"Bisan mahal, gusto ko ini.","Even if it's expensive, I want this."
"Bisan mabudlay, padayon kita.","Even if it's hard, let's continue."
"Bisan umuran, makadto ako.","Even if it rains, I will go."
"Bisan wala ka, kaya ko ini.","Even without you, I can do this."
Tungod kay nagbuhat siya sang maayo.,Because he/she did good.
"Tungod kay kulang ang pera, indi kita makabakal.","Because there's not enough money, we cannot buy."
Hasta nga matapos ang klase.,Until the class ends.
"Samtang nagakaon sila, naghinambalan sila.","While they were eating, they were conversing."
"Pagkatapos niya magkaon, natulog siya.","After he/she ate, he/she slept."
"Sa wala pa siya maabot, naghanda na kami.","Before he/she arrived, we had already prepared."
Maabot siya basta nag-imbitar kita.,He/She will come as long as we invite him/her.
"Ang tawo nga nagpakamaayo, malipayon.",The person who does good is happy.
"Ang bata nga matinumanon, ginapangga sang iya ginikanan.",The obedient child is loved by his/her parents.
Indi maayo ang tawo nga tamad.,A lazy person is not good.
Ini.,This. (near speaker)
Ina.,That. (near listener)
Adto.,That. (far from both)
Diri.,Here. (near speaker)
Dira.,There. (near listener)
Didto.,There. (far from both)
Rugya.,"Here. (emphatic, near speaker)"
Rugto.,There. (near listener)
Diri ako.,I am here.
Didto siya nagaistar.,He/She lives over there.
Ini ang akon libro.,This is my book.
Ina ang imo baso.,That is your glass.
Adto ang ila balay.,That is their house over there.
Diri lang kita.,We'll just stay here.
Dira lang siya.,He/She is just over there.
Didto na sila.,They are already over there.
Halin diri.,From here.
Halin didto.,From there.
Pakadto diri.,Coming here.
Pakadto didto.,Going there.
Sa ibabaw.,Above. / On top.
Sa idalom.,Below. / Underneath.
Sa kilid.,Beside. / At the side.
Sa atubangan.,In front.
Sa likod.,Behind.
Sa sulod.,Inside.
Sa gwa.,Outside.
Sa tunga.,In the middle.
Sa tuo.,To the right.
Sa wala.,To the left.
Sa taas.,Upstairs. / Up.
Sa ubos.,Downstairs. / Down.
Malapit sa balay.,Near the house.
Malayo sa eskwelahan.,Far from the school.
Hulagway sang iya nanay.,The spitting image of his/her mother. (lit. portrait of his/her mother)
Mainit ang ulo niya.,He/She is hot-headed.
Bugnaw ang dugo niya.,He/She is cool-headed / calm.
Mabugnaw ang relasyon nila.,Their relationship has gone cold.
Nabaslan siya.,He/She was left behind / stood up.
Wala sing pusod.,Has no shame. (lit. no navel)
Nasubo ang iya nawong.,His/Her face fell. / He/She looked sad.
Nagaan ang iya kamot.,He/She is light-fingered / tends to steal.
Mabug-at ang iya pagtamod sa akon.,He/She looks at me seriously / respects me greatly.
Puro baba.,All talk. (lit. all mouth)
Maayo ang iya ngalan.,He/She has a good reputation.
Nalabay na ang tion.,Time has already passed.
Daw langit kag duta.,Like heaven and earth. (opposites)
Panaad sang panaad.,Promise after promise. (empty promises)
Daw indi malubad.,Seems impossible to solve.
Ginpulos niya ang tanan.,He/She made use of everything.
Huod ang iya tiyan.,He/She has a strong stomach / is patient.
Daw ang-ang.,Like a fool. / Foolish behavior.
Mataas ang iya kilay.,He/She is proud / snobbish. (lit. high eyebrow)
Ginpalabi niya.,He/She favored it / went beyond what was needed.
Daw indi matuhaw.,Seems impossible to stop / unstoppable.
Ginpangga niya ang tanan.,He/She cherished everyone.
Ang pag-amlig sa duta.,Taking care of the land.
Mapuslanon siya.,He/She is useful / resourceful.
Wala sing katubsanan.,No redemption. / Hopeless.
Naglab-as ang oras.,Time passed quickly.
Maayo ang iya kinaugali.,He/She has good manners.
Nagbago ang iya kinaugali.,His/Her behavior changed.
Indi mabayran ang pagpahalaga.,Appreciation cannot be repaid.
"Baw, grabe ka!","Wow, you're amazing!"
May ara ba kamo sini?,Do you have this?
May ara.,"We have it. / Yes, there is."
Tagpila ang kilo?,How much per kilo?
Singkuwenta pesos ang kilo.,Fifty pesos per kilo.
Mahal man.,That's quite expensive.
Makuha ko sang duha ka kilo.,I'll take two kilos.
Pila ka buok gusto mo?,How many pieces do you want?
Tatlo lang.,Just three.
"Ang presyo, tama na.",The price is already right.
Bawasan mo sang diutay.,Lower it a little.
"Sige, bawasan ko sang lima pesos.","Okay, I'll lower it by five pesos."
"Sige, kuhaon ko na.","Okay, I'll take it now."
Hatagi ako sang plastik.,Give me a plastic bag.
Isa ka gatus kag baynte pesos.,One hundred and twenty pesos.
Eto ang bayad.,Here is the payment.
Pila ang sukli ko?,How much is my change?
Tatlumpulo pesos ang sukli mo.,Your change is thirty pesos.
"Salamat, balik kamo ha.","Thank you, come back."
"Sige, balik ako.","Okay, I'll come back."
Hinog na ba ini nga mangga?,Is this mango already ripe?
Hinog na gid.,It's very ripe.
Bag-o nga abot ini?,Did this just arrive?
"Oo, bag-o lang.","Yes, just arrived."
Presko pa?,Is it still fresh?
Presko pa gid.,It's still very fresh.
Ginbayo na?,Has it been pounded already?
"Oo, luto na.","Yes, it's ready."
Ginabaligya ninyo sang tingi?,Do you sell by retail?
"Oo, pwede tingi.","Yes, retail is possible."
Ginabaligya kamo sang daan?,Do you sell in bulk/dozen?
Mas barato ang daan.,Buying in bulk is cheaper.
Ang paksa sang leksyon ngayon.,The topic of today's lesson.
Pakibukas ang pahina lima.,Please open to page five.
Basaha nimo ang paragrapho.,Read the paragraph.
Isulat ang tubag sa pisara.,Write the answer on the board.
Ginpasabut niya ang depinisyon.,He/She explained the definition.
Nagsulat ako sang nota.,I took notes.
Ginsubmit ko na ang papel.,I already submitted the paper.
Bukas ang deadline sang report.,The deadline of the report is tomorrow.
Nagresearch kami sang impormasyon.,We researched information.
Ginpresenta niya ang iya thesis.,He/She presented his/her thesis.
Nakapasar siya sa board exam.,He/She passed the board exam.
Nag-absent siya sang duha ka adlaw.,He/She was absent for two days.
Nag-late siya sa klase.,He/She was late to class.
Nagpractice sila sang speech.,They practiced the speech.
Ginkorehe sang propesor ang papel.,The professor corrected the paper.
Maayo ang iya papel.,His/Her paper is good.
Kulang ang iya references.,His/Her references are lacking.
Kinahanglan niya mag-revise.,He/She needs to revise.
Gintapos niya ang thesis.,He/She finished his/her thesis.
Gindefend niya ang thesis kahapon.,He/She defended his/her thesis yesterday.
Maayo ang iya depensa.,His/Her defense was good.
Nakagraduate na siya.,He/She has already graduated.
Nagcelebrate sila sang graduation.,They celebrated the graduation.
Dako nga accomplishment ini.,This is a big accomplishment.
Padayon sa pag-aradal.,Continue studying.
Ang edukasyon importante.,Education is important.
Ginsuportahan sang iya pamilya ang iya pag-eskwela.,His/Her family supported his/her studies.
Scholarship ang nagbulig sa iya.,A scholarship helped him/her.
Maayo siya sa matematika.,He/She is good at mathematics.
Nagkuha siya sang kurso sang kompyuter.,He/She took a computer course.
Masakit ang akon dughan.,My chest hurts.
Nagahabok siya.,He/She is sneezing.
Nagaulbo siya.,He/She has a cough.
May hilanat siya sang tatlumpulo otso porsyento.,He/She has a 38-degree fever.
Kinahanglan niya mag-rest.,He/She needs to rest.
Kinahanglan niya mag-inom sang gamot.,He/She needs to take medicine.
Pila ka beses mag-inom sang gamot?,How many times to take the medicine?
Tatlo ka beses sa adlaw.,Three times a day.
Bago magkaon mag-inom.,Take before eating.
Pagkatapos magkaon mag-inom.,Take after eating.
Ginprescribe sang doktor ang antibiotiko.,The doctor prescribed antibiotics.
Kinahanglan siya mag-opera.,He/She needs surgery.
Nagcheck-up siya sa doktor.,He/She had a check-up with the doctor.
Ginkuha ang dugo para i-test.,Blood was taken for testing.
Positibo ang resulta.,The result is positive.
Negatibo ang resulta.,The result is negative.
Nagpahospital siya.,He/She was hospitalized.
Naggaling na siya.,He/She has recovered.
Naayo na siya sang masakit.,He/She has healed from the illness.
Nagpabakunahan siya.,He/She was vaccinated.
May allergia siya sa mga pagkaon.,He/She has food allergies.
Nagdieta siya.,He/She is on a diet.
Nagexercise siya sa aga.,He/She exercises in the morning.
Maayo ang iya kahimsog.,His/Her health is good.
Permi siya nagaalagad sang iya lawas.,He/She always takes care of his/her body.
Indi siya nagainum sang alak.,He/She doesn't drink alcohol.
Indi siya nagasigarilyo.,He/She doesn't smoke.
Importante ang kahimsog.,Health is important.
Maayo ang regular nga pagpacheck-up.,Regular check-ups are good.
Nagsilngan ang adlaw sa kasadpan.,The sun set in the west.
Nagsilngan ang adlaw sa sidlangan.,The sun rose in the east.
Ang sidlangan.,The east.
Ang kasadpan.,The west.
Ang amihon.,The north.
Ang habagatan.,The south.
Nagbuhos ang ulan.,The rain poured.
Nagtigba ang ulan.,The rain stopped.
Mainit kaayo ang panahon ngayon.,The weather is very hot today.
Nagbag-o ang panahon.,The weather changed.
Matingkad ang langit sa aga.,The sky is vivid in the morning.
Nagapagwa ang adlaw.,The sun is coming out.
Nagtago ang adlaw sa panganod.,The sun hid behind the clouds.
Damo ang mga bitoon sa gab-e.,There are many stars at night.
Puno nga bulan ngayon.,It is a full moon tonight.
Bag-ong bulan.,New moon.
Naglupadlupad ang mga pispis.,The birds were flying around.
Nagpanaog ang mga isda sa tubig.,The fish went down into the water.
Naligo ang kalabaw sa sapa.,The carabao bathed in the stream.
Nagdali ang mga langgam.,The ants were busy.
Nagbalik ang mga ibon sa ila pugaran.,The birds returned to their nests.
Mabunga ang yuta sa Iloilo.,The land in Iloilo is fertile.
Damo ang kahoy sa gubat.,There are many trees in the forest.
Ang suba nag-apas.,The river overflowed.
Nagbaha sa baryo.,There was a flood in the village.
Naghuyop ang makas-a nga hangin.,A strong wind blew.
Ang bagyo nagapadulong.,The typhoon is approaching.
Naglinog sa Iloilo kagab-i.,There was an earthquake in Iloilo last night.
Mataas ang alon sa dagat.,The waves in the sea are high.
Malinaw ang tubig sa suba.,The water in the river is clear.
Ginolahan ang basura.,The garbage was collected.
Kinahanglan naton ampingan ang kinaiyahan.,We need to protect nature.
La Paz Batchoy ang sikat nga pagkaon sa Iloilo.,La Paz Batchoy is a famous food in Iloilo.
Nanamit ang Pancit Molo.,Pancit Molo is delicious.
"KBL — Kadios, Baboy, kag Langka.","KBL — pigeon peas, pork, and jackfruit."
Ginubatan ang manok.,The chicken was cooked with ginger and lemongrass.
Manamit ang tinola.,The tinola is delicious.
Sumsuman ang chicharon.,Chicharon is a pulutan (snack with drinks).
Nagpalit siya sang karne sa merkado.,He/She bought meat at the market.
Ginprito niya ang isda.,He/She fried the fish.
Ginsinigan niya ang manok.,He/She cooked the chicken in sinigang.
Ginpasingaw niya ang tilapia.,He/She steamed the tilapia.
Ginihaw niya ang baboy.,He/She grilled the pork.
Nagsumsuman sila.,They were eating pulutan (snacks with drinks).
Ginhimo niya ang kinilaw.,He/She made kinilaw. (raw fish in vinegar)
Ginbuangan niya sang suka.,He/She added vinegar.
Mainit pa ang adobo.,The adobo is still hot.
Nanamit ang tinuktok.,The tinuktok is delicious. (minced shrimp dish)
