putút	Ang putút nga tubig gin-inom niya.	He/She drank the of people water.
putyúkan	Nakita ko ang putyúkan sa bintána.	I saw the beehive by the window.
púyu	Ginahatagan niya siya sang púyu.	He/She gave him/her a cloth sack.
puyú	Nagpuyú’ silá sa Mindanáo.	They lived in Mindanao.
púyus	Nagpúyus si Nánay sang pagká’un.	Mother wrapped up some food.
pwéde	Nagbuhat siya sang iyang trabaho pwéde.	He/She did his/her work all right.
pwérta	Ginpangita niya ang pwérta sa balay.	He/She looked for the door at home.
pwertáhan	Ginpakita niya ang pwertáhan sa amon.	He/She showed us the door.
pyáno	Ang pyáno ara sa ibabaw sang kahon.	The piano is on top of the box.
pyánsa	Ginbutang niya ang pyánsa sa aparador.	He/She put the bond, bail money in the cabinet.
pyé	Nabalaka siya tungod sa pyé.	He/She was worried because of the one foot measure.
pyérde	Nahadlok siya nga to be defeated.	He/She was afraid to to be defeated.
pyésas	Ang pyésas nahulog sa salog.	The spare parts fell on the floor.
pyésta	Ginkuha niya ang pyésta sa iya bag.	He/She took the fiesta from his/her bag.
rabanús	Ginpautang niya ang rabanús sa iya amigo.	He/She lent the radish to his/her friend.
rábrab	Ginrábrab sang báta’ ang kurtína.	The child ripped the curtain.
rádyo	Gindilaab niya ang rádyo sa kalayo.	He/She placed the radio near the fire.
rámas	Gindumdom niya nga to rub agad.	He/She remembered to to rub right away.
rántsu	Ang rántsu nabulad sa alon.	The ranch was left out in the sun.
rásras	Nagrásras ikáw sang báyu’.	You took out the stitching of the dress.
ráyna	Ginpares niya ang ráyna sa iya bayo.	He/She matched the queen with his/her clothes.
rebólber	Nakita ko ang rebólber sa bintána.	I saw the gun by the window.
reklámo	Ginahatagan niya siya sang reklámo.	He/She gave him/her a complaint, discontent.
regálo	Ginbili niya ang regálo sa merkado.	He/She bought the gift, present at the market.
reló	Ginsugo siya nga kuhaon ang reló.	He/She was told to get the time piece.
relyéno	Nagdala siya sang relyéno para sa ila.	He/She brought the stuffed chicken or fish for them.
rénda	Ginpangita niya ang rénda sa balay.	He/She looked for the bridle at home.
rénta	Ginpakita niya ang rénta sa amon.	He/She showed us the rent.
repólyo	Ang repólyo ara sa ibabaw sang kahon.	The cabbage is on top of the box.
reputasyon	Ginbutang niya ang reputasyon sa aparador.	He/She put the reputation in the cabinet.
resíbo	Nabalaka siya tungod sa resíbo.	He/She was worried because of the receipt.
resíta	Ginbantayan niya ang resíta sing maayo.	He/She took good care of the prescription of a doctor.
resúlta	Ang resúlta nahulog sa salog.	The result fell on the floor.
retobádo	Ginpili niya ang retobádo nga dalan.	He/She chose the naughty path.
retráto	Ginpautang niya ang retráto sa iya amigo.	He/She lent the picture to his/her friend.
réyna	Ginbasa niya ang tungol sa réyna.	He/She read about the queen.
rikádo	Gindilaab niya ang rikádo sa kalayo.	He/She placed the seasoning near the fire.
rílis	Ginhinay-hinay niya ang rílis.	He/She handled the train rail gently.
rimís	Nagtamaya siya sang rimís nga bunga.	He/She enjoyed the delicious fruit.
rípa	Ginbuksan niya ang rípa sing hinay.	He/She carefully opened the raffle.
ritásu	Ginpares niya ang ritásu sa iya bayo.	He/She matched the remnant with his/her clothes.
románsa	Nakita ko ang románsa sa bintána.	I saw the romance by the window.
rósa	Ang rósa nga tubig gin-inom niya.	He/She drank the pink water.
rosál	Ginbili niya ang rosál sa merkado.	He/She bought the gardenia at the market.
rósas	Ginsugo siya nga kuhaon ang rósas.	He/She was told to get the rose flower.
rúmpag	Wala siya sang gana nga to destroy.	He/She had no desire to to destroy.
rúsdak	Narúsdak ang baláy nga dá’an.	The old house collapsed.
rwéda	Ginpakita niya ang rwéda sa amon.	He/She showed us the wheel.
sa	Cruz promised to come here.	Nagsába’ ang pitík sang ákun dúghan.
sábak	Ginbutang niya ang sábak sa aparador.	He/She put the lap in the cabinet.
sábad	Ang sábad nga hangin naghuyop gikan sa amihon.	A noisy wind blew from the north.
Sabadó	Ginbantayan niya ang Sabadó sing maayo.	He/She took good care of the saturday.
sabát	Ang sabát nahulog sa salog.	The response fell on the floor.
sabáw	Nagsáb’it ang dalága sang búlak sa buhúk.	The lady put a flower in her hair.
sáblag	Nagsáblag si José kay Alfrédo.	Jose compromised with Aflredo.
sáblay	Gin-agda siya nga to hang clothes or cloth sang iya pamilya.	His/Her family invited him/her to to hang clothes or cloth.
sáblig	Nagsáblig kamí sang túbig sa tanúm.	We sprinkled water on the plant.
sábnit	Ginkinahanglan nila ang magsábnit.	They needed to to snatch.
sabúd	Wala pa siya nakatuon nga magsabúd.	He/She has not yet learned to to scatter.
sábwag	Nagsábwag si Nánay sang abú.	Mother scattered ashes.
sábya	Nagsábya ang amáy sang túbig.	The father threw water.
sakáda	Nakita ko ang sakáda sa bintána.	I saw the seasonal worker by the window.
sakadéro	Ginahatagan niya siya sang sakadéro.	He/She gave him/her a sugarcane field laborer.
sakáy	Wala siya sang gana nga to ride.	He/She had no desire to to ride.
sákdag	Nagdesisyon siya nga to help.	He/She decided to to help.
sakít	Nagdala siya sang sakít para sa ila.	He/She brought the illness, pain, grief, sorrow for them.
sáklaw	Ginplano nila nga to feel slighted sa Sabado.	They planned to to feel slighted on Saturday.
sáksak	Ginsáksak ang táwu.	The man was stabbed several times.
sáksi	Ang sáksi ara sa ibabaw sang kahon.	The witness is on top of the box.
sáku	Nagsáku’ ang dalága sa paglakát.	The young woman quickened her walk.
sákup	Nabalaka siya tungod sa sákup.	He/She was worried because of the subjects, members.
sákut	Gindumdom niya nga to mix agad.	He/She remembered to to mix right away.
sádya	Ang sádya nahulog sa salog.	The happiness, joy, cheer fell on the floor.
sagáhay	Nagsagáhay ang túbig sa kúlun.	Water overflowed from the pot.
sagáng	Nagsugod na siya nga to prevent.	He/She has already begun to to prevent.
sagawák	Nagsagawák ang túbig.	The water burst through.
ságbut	Gindilaab niya ang ságbut sa kalayo.	He/She placed the rubbish near the fire.
ságing	Ginhinay-hinay niya ang ságing.	He/She handled the banana gently.
ságnuy	Nagságnuy ang sapátus.	The shoe dunked in water.
sagúd	Nagsagúd silá sang mangá bábuy.	They raised some pigs.
sagúp	Ginsugo siya nga to save.	He/She was told to to save.
ságyud	Nagságyud ang kurtína.	The curtain touched the floor.
sahúg	Nagdesisyon siya nga to disturb.	He/She decided to to disturb.
sála	Ginbili niya ang sála sa merkado.	He/She bought the livingroom, hall, lounge area at the market.
salákay	Ginplano nila nga to overthrow sa Sabado.	They planned to to overthrow on Saturday.
salámat	Ang salámat ginagamit sa pagsugod sang estorya.	The particle thank you is used to begin a story.
salamíng	Ginpangita niya ang salamíng sa balay.	He/She looked for the mirror at home.
salampáti	Ginpakita niya ang salampáti sa amon.	He/She showed us the dove.
salápid	Ang salápid ara sa ibabaw sang kahon.	The braid is on top of the box.
sálap	Nasalápu’ sang pulís ang kriminál.	The policeman caught the criminal.
salawáhan	Dako ang iyang salawáhan nga tagipusuon.	He/She has a fickle heart.
saláwsaw	Ginbantayan niya ang saláwsaw sing maayo.	He/She took good care of the examination.
salbáhe	Ang salbáhe nga hangin naghuyop gikan sa amihon.	A haughty, unfaithful, rogue wind blew from the north.
salída	Ginkuha niya ang salída sa iya bag.	He/She took the show from his/her bag.
sálig	Nagsalimú’ang ang báta’ tungúd sa lágnat.	The child was delirious because of his fever.
salín	Nagsalín silá sang pagká’un pára bwas.	They left some food for tomorrow.
salipádpad	Malipay siya kon makasalipádpad siya.	He/She is happy when able to to fling.
sálmon	Ginhinay-hinay niya ang sálmon.	He/She handled the sardines, salmon gently.
sálsal	Ginsugo siya nga to forge.	He/She was told to to forge.
salsálun	Ginbuksan niya ang salsálun sing hinay.	He/She carefully opened the iron.
salú	Nagdesisyon siya nga to catch.	He/She decided to to catch.
sálu	Nagsálu si Maríno kag si Mariáno.	Marino and Mariano ate together.
salúk	Ginplano nila nga to dip or scoop out with the hand or a dipper or ladle sa Sabado.	They planned to to dip or scoop out with the hand or a dipper or ladle on Saturday.
sálud	Nagsálud si Nánay sang ulán sa botélya.	Mother collected rain water in the bottle.
salúdu	Ginsugo siya nga kuhaon ang salúdu.	He/She was told to get the salute, bow.
salúg	Nagdala siya sang salúg para sa ila.	He/She brought the floor for them.
sálug	Nagtinguha siya nga to mix sing husto.	He/She tried hard to to mix properly.
sálum	Ginsálum sang mangingísda’ ang pérlas.	The fisherman dove for the pearl.
sálup	Nagsálup ang lánsang sa tápi’.	The nail went through the wood.
salusálu	Gin-agda siya nga to have a feast sang iya pamilya.	His/Her family invited him/her to to have a feast.
samád	Nabalaka siya tungod sa samád.	He/She was worried because of the wound, injured part.
sámay	Ginsuportahan nila ang sámay nga kabataan.	They supported the striped, lined youth.
sámbag	Ang sámbag nahulog sa salog.	The tamarind fell on the floor.
sámbil	Nagsámbil ang ákun bibíg.	My lips quirked.
sámbit	Malipay siya kon makasámbit siya.	He/She is happy when able to to refer to.
sámbud	Nagsámbud ang kalát sa káhuy.	The rope was bound around the tree.
sampátun	Gindilaab niya ang sampátun sa kalayo.	He/She placed the expert near the fire.
sámpuk	Wala siya sang gana nga to fight head to head.	He/She had no desire to to fight head to head.
sámput	Nagsámput na silá sa syudád.	They finally reached the city.
sámtang	Ginagamit ang sámtang sa pagpahayag sang pagbati.	The word meanwhile is used to express feelings.
sámuk	Nagsámuk lang ikáw sa kláse.	You just disturbed the class.
sánag	Nagsánag ang ádlaw.	The sun shone.
sándad	Nasándad si Lucía.	Lucia stumbled.
sánday	Ang sánday makita sa daghan nga pahayag.	The particle plural personal names nominal marker appears in many expressions.
sándig	Nagtinguha siya nga to lean on for support sing husto.	He/She tried hard to to lean on for support properly.
sandíya	Nagdala siya sang sandíya para sa ila.	He/She brought the watermelon for them.
sánduk	Ginpangita niya ang sánduk sa balay.	He/She looked for the ladle, big spoon at home.
sánlag	Gin-agda siya nga to fry sang iya pamilya.	His/Her family invited him/her to to fry.
sánting	Ang iyang sánting nga ngirit nagpasadya sa amon.	His/Her of string or ropes smile made us happy.
sántu	Nagsántu’ ang ámun iśip.	We agreed.
sántus	Nabalaka siya tungod sa sántus.	He/She was worried because of the saint.
sáng	Nag’abút silá sang Domínggo.	They arrived last Sunday.
sangá	Ang sangá nahulog sa salog.	The branch fell on the floor.
sángkad	Ginkuha niya ang sángkad sa iya bag.	He/She took the width from his/her bag.
sángkap	Ang sángkap nga hangin naghuyop gikan sa amihon.	A well-equipped, complete wind blew from the north.
sanggá	Ginbasa niya ang tungol sa sanggá.	He/She read about the branch.
sánghid	Nagsánghid ang íya bútkun sa lamésa.	His arm touched the table slightly.
sánglit	Ginagamit ang sánglit sa pagpahayag sang pagbati.	The word even if is used to express feelings.
sapák	Ginsapák sang babáyi ang kútsukútsu.	The lady paid attention to the rumors.
sápat	Ginbuksan niya ang sápat sing hinay.	He/She carefully opened the insect.
sapatéro	Ginpares niya ang sapatéro sa iya bayo.	He/She matched the shoemaker with his/her clothes.
sapátus	Nakita ko ang sapátus sa bintána.	I saw the shoe by the window.
sápsap	Nagsápsap ang táwu sang káhuy.	The man chopped some wood.
sapú	Gindumdom niya nga to discover agad.	He/She remembered to to discover right away.
sápul	Nagsápul ang mangá konsehál kag ang Máyor.	The councilors and the Mayor had a conference.
sapúpu	Gin-agda siya nga to take care of sang iya pamilya.	His/Her family invited him/her to to take care of.
sapút	Nagsapút si Alfrédo kagáb’i.	Alfredo arrived last night.
saráng	Nasarangán sang manggaránun nga táwu magpatúkud sang bángko.	The rich man was able to put up a bank.
sarí	Ang sarí ara sa ibabaw sang kahon.	The class is on top of the box.
sárisári	Ang sárisári nga balay ginpalit nila.	They bought the different house.
sársa	Nabalaka siya tungod sa sársa.	He/She was worried because of the sauce.
sarsyádo	Ginbantayan niya ang sarsyádo sing maayo.	He/She took good care of the meat dish of chicken.
sarút	Ang sarút nahulog sa salog.	The pest fell on the floor.
sástre	Ginkuha niya ang sástre sa iya bag.	He/She took the tailor from his/her bag.
sawáy	Ginpautang niya ang sawáy sa iya amigo.	He/She lent the brass metal, criticism to his/her friend.
sáwsaw	Nahadlok siya nga to soak.	He/She was afraid to to soak.
sáya	Gindilaab niya ang sáya sa kalayo.	He/She placed the long skirt of old women near the fire.
sayásat	Ginsayásat akú sang doktór.	The doctor examined me.
sáylu	Gintudluan siya kon paano magsáylu.	He/She was taught how to to transfer.
sáysay	Nagpugos sila sa iya nga to relate.	They forced him/her to to relate.
sáyud	Nagpasáyud si Cárlos nga mapakasál sya sa sunúd nga búlan.	Carlos announced that he will be married next month.
sayúp	Gindumdom niya nga to commit an error agad.	He/She remembered to to commit an error right away.
Sebuáno	Ginahatagan niya siya sang Sebuáno.	He/She gave him/her a language spoken principally in agusan.
sekréto	Ginbili niya ang sekréto sa merkado.	He/She bought the secret at the market.
séda	Ginsugo siya nga kuhaon ang séda.	He/She was told to get the silk.
segúro	Nagdala siya sang segúro para sa ila.	He/She brought the insurance for them.
sélyo	Ginpangita niya ang sélyo sa balay.	He/She looked for the stamp at home.
semána	Ginpakita niya ang semána sa amon.	He/She showed us the week.
seménto	Ang seménto ara sa ibabaw sang kahon.	The cement is on top of the box.
senádo	Ginbutang niya ang senádo sa aparador.	He/She put the senate in the cabinet.
sentábos	Nabalaka siya tungod sa sentábos.	He/She was worried because of the one centavo.
sentimós	Ginbantayan niya ang sentimós sing maayo.	He/She took good care of the centavo coin.
séntro	Ang séntro nahulog sa salog.	The center fell on the floor.
serbésa	Nagsérbi silá sang ilímnun.	They served some drinks.
serbilyéta	Ginpautang niya ang serbilyéta sa iya amigo.	He/She lent the table napkin to his/her friend.
seremónya	Ginbasa niya ang tungol sa seremónya.	He/She read about the ceremony.
seréno	Gindilaab niya ang seréno sa kalayo.	He/She placed the watchman near the fire.
seténta	Ang seténta makita sa daghan nga pahayag.	The particle seventy appears in many expressions.
séys	Ginsulat niya ang séys sa iyang papel.	He/She wrote the word six on his/her paper.
seysénta	Ginagamit ang seysénta sa pagpahayag sang pagbati.	The word sixty is used to express feelings.
si	Si Pédro sya.	He is Pedro.
sibát	Nakita ko ang sibát sa bintána.	I saw the spear by the window.
sibín	Ginahatagan niya siya sang sibín.	He/She gave him/her a wash cloth.
sibít	Nagsibít ang dalága sang búlak.	The lady pinned a corsage on.
síbu	Nagsíbu ang basúra sa basurahán.	The trash was just enough for the garbage can.
sibúyas	Nagdala siya sang sibúyas para sa ila.	He/She brought the onion for them.
síkad	Nagsíkad ang íla Nánay sa ka’ákig.	Their mother kicked her foot with anger.
sikréta	Ginpakita niya ang sikréta sa amon.	He/She showed us the detective.
síku	Ang síku ara sa ibabaw sang kahon.	The elbow is on top of the box.
sikúp	Wala siya sang gana nga to catch with the hands.	He/She had no desire to to catch with the hands.
síkway	Ginsíkway ni Jáime si Córa.	Jaime jilted Cora.
sidlángan	Ginbantayan niya ang sidlángan sing maayo.	He/She took good care of the east.
síga	Ang síga nahulog sa salog.	The glow, shine fell on the floor.
sigahúm	Nagsigahúm ikáw sang mánggad.	You desired for more wealth.
sigarílyo	Ginpautang niya ang sigarílyo sa iya amigo.	He/She lent the cigarette to his/her friend.
sígi	Nagsígi ang íla paghámbal.	Their talk continued.
sígput	Nagtinguha siya nga to take up small particles sing husto.	He/She tried hard to to take up small particles properly.
sígu	Nagsígu ang takúp.	The cover fitted well.
sigúro	Nagbasa siya sang libro sigúro.	He/She read the book maybe, perhaps.
siháy	Nagsiháy si Victor sa grúpu.	Victor separated from the group.
sihigún	Ginpares niya ang sihigún sa iya bayo.	He/She matched the rod with his/her clothes.
silá	Ang silá makita sa daghan nga pahayag.	The particle they appears in many expressions.
sílak	Ginahatagan niya siya sang sílak.	He/She gave him/her a rays of the sun, heat of the sun.
sílaw	Naghandum siya sang sílaw nga kinabuhi.	He/She dreamed of a glaring life.
sílhig	Ginsugo siya nga kuhaon ang sílhig.	He/She was told to get the broom.
síli	Nagdala siya sang síli para sa ila.	He/She brought the eel for them.
silíng	Ginpangita niya ang silíng sa balay.	He/She looked for the saying, talk, words at home.
sílu	Ginpahayag niya ang iyang sílu nga pagbati.	He/She expressed his/her square feelings.
sílung	Nagsílung silá sa idálum sang káhuy.	They took shelter under a tree.
sílut	Nahadlok siya nga to punish.	He/She was afraid to to punish.
símba	Ginplano nila nga to worship sa Sabado.	They planned to to worship on Saturday.
simbóryo	Ginbantayan niya ang simbóryo sing maayo.	He/She took good care of the dome.
símbug	Gintudluan siya kon paano magsímbug.	He/She was taught how to to mix.
símpli	Palangga nila ang símpli nga lugar.	They love the simple place.
símpun	Nagsímpun si Élma sa mangá laláki.	Elma joined the men.
sín	Ginbasa niya ang tungol sa sín.	He/She read about the galvanized iron.
síndi	Nagsíndi ang táwu sang sigarílyo.	The man lighted a cigarette.
síni	Ginhinay-hinay niya ang síni.	He/She handled the movie theatre gently.
sínsil	Ang sínsil nabulad sa alon.	The chisel was left out in the sun.
sinsílyo	Ginbuksan niya ang sinsílyo sing hinay.	He/She carefully opened the small change.
síntas	Ginpares niya ang síntas sa iya bayo.	He/She matched the strip with his/her clothes.
sínyal	Nakita ko ang sínyal sa bintána.	I saw the sign, symbol, gesture by the window.
sínyas	Nagsínyas si Wilma sa ákun.	Wilma called me.
síng	Ang síng ginagamit sa pagsugod sang estorya.	The particle variant of sang is used to begin a story.
singkamás	Ginsugo siya nga kuhaon ang singkamás.	He/She was told to get the turnip.
síngko	Ang síngko makita sa daghan nga pahayag.	The particle five appears in many expressions.
singkwénta	Ginsulat niya ang singkwénta sa iyang papel.	He/She wrote the word fifty on his/her paper.
sínggit	Ginpakita niya ang sínggit sa amon.	He/She showed us the shout.
sínghut	Ang sínghut ara sa ibabaw sang kahon.	The sniff, smell is on top of the box.
singíl	Nagsingíl ang búlak.	The flower plant sprouted.
singít	Nabalaka siya tungod sa singít.	He/She was worried because of the pole.
síngsing	Ginbantayan niya ang síngsing sing maayo.	He/She took good care of the ring.
sipák	Nagsipák sa dálan si Bérting.	Berting separated from us on the way.
sipála	Ginpasipaláhan mu akú.	You insulted me.
sipílyo	Ginpautang niya ang sipílyo sa iya amigo.	He/She lent the toothbrush to his/her friend.
sípit	Gin-agda siya nga to carry under the arm sang iya pamilya.	His/Her family invited him/her to to carry under the arm.
síplat	Nagpasíplat si José kay María.	Jose took a glimpse of Maria.
sirá	Ginhinay-hinay niya ang sirá.	He/She handled the lock, bar gently.
sirgwélas	Ang sirgwélas nabulad sa alon.	The tropical plum was left out in the sun.
sirirítan	Ginbuksan niya ang sirirítan sing hinay.	He/She carefully opened the cricket.
sistéma	Ginpares niya ang sistéma sa iya bayo.	He/She matched the system with his/her clothes.
sítsit	Nagsítsit si Líto.	Lito called with a hiss.
sítyu	Ginahatagan niya siya sang sítyu.	He/She gave him/her a political and area division smaller than a barrio or village.
síwil	Ginbili niya ang síwil sa merkado.	He/She bought the twig at the market.
síya	Ginsugo siya nga kuhaon ang síya.	He/She was told to get the chair.
siyám	Ginagamit ang siyám sa pagpahayag sang pagbati.	The word nine is used to express feelings.
sóbra	Nagbasa siya sang libro sóbra.	He/She read the book over, too much.
sóbre	Ginpakita niya ang sóbre sa amon.	He/She showed us the envelope.
soldádo	Ang soldádo ara sa ibabaw sang kahon.	The soldier is on top of the box.
soltéro	Ginbutang niya ang soltéro sa aparador.	He/She put the single man of age fifteen and up in the cabinet.
sopá	Nabalaka siya tungod sa sopá.	He/She was worried because of the couch.
sorbéte	Ginbantayan niya ang sorbéte sing maayo.	He/She took good care of the ice cream.
soríso	Nagsú’ay ang duhá.	The two debated.
subáng	Ginkuha niya ang subáng sa iya bag.	He/She took the oldest child from his/her bag.
subáy	Ginpautang niya ang subáy sa iya amigo.	He/She lent the ant to his/her friend.
súbul	Ginsúbul sang Amerikáno ang “Vietcong”.	The American renounced the Vietcong.
subúng	Nagsulat siya sang sulat subúng.	He/She wrote the letter now.
súka	Ginhinay-hinay niya ang súka.	He/She handled the spew gently.
súkat	Ang súkat nabulad sa alon.	The measurement was left out in the sun.
súksuk	Ginbuksan niya ang súksuk sing hinay.	He/She carefully opened the apparel, dress, house lizard.
sukúb	Ginsugo siya nga to measure the quantity of.	He/She was told to to measure the quantity of.
sukút	Nakita ko ang sukút sa bintána.	I saw the payment, price, collection by the window.
sugál	Ginahatagan niya siya sang sugál.	He/She gave him/her a gambling, risk.
súgat	Nagsúgat si José kay Lýdia.	Jose fetched Lydia.
súgba	Ginplano nila nga to roast sa Sabado.	They planned to to roast on Saturday.
súgbu	Nagsúgbu ang táwu.	The man dove.
súghaw	Gintudluan siya kon paano magsúghaw.	He/She was taught how to to glean.
súgid	Ginpakita niya ang súgid sa amon.	He/She showed us the disclosure, story.
sugilánun	Ang sugilánun ara sa ibabaw sang kahon.	The story, conversation is on top of the box.
súgpu	Ginbutang niya ang súgpu sa aparador.	He/She put the lobster in the cabinet.
súgpun	Nabalaka siya tungod sa súgpun.	He/She was worried because of the connection, adjoining part, continuation.
súgud	Ginbantayan niya ang súgud sing maayo.	He/She took good care of the start, beginning.
sugút	Ang sugút nahulog sa salog.	The agreement, contract fell on the floor.
súgyut	Ginsúgyut ni Rogelío si Dína.	Rogelio provoked Dina.
súhul	Ginpautang niya ang súhul sa iya amigo.	He/She lent the salary, pay to his/her friend.
súhut	Nagsúhut ang báta’ sa lamésa.	The child went under the table.
súlab	Gindilaab niya ang súlab sa kalayo.	He/She placed the blade near the fire.
sulábi	Ginpasulábi sang Nánay ang mánghud.	The Mother preferred the younger child.
sulát	Ang sulát nabulad sa alon.	The handwriting was left out in the sun.
suláy	Wala siya sang gana nga to tempt.	He/She had no desire to to tempt.
súlda	Nagdesisyon siya nga to weld together.	He/She decided to to weld together.
súlhay	Nagsúlhay ang íla pangabúhi’.	They lived in comfort (after a while).
súlip	Ginplano nila nga to pass under the house sa Sabado.	They planned to to pass under the house on Saturday.
súlit	Nagasúlit siya halos adlaw-adlaw.	He/She to tests almost every day.
súlu	Nagbaklay siya súlu padulong sa eskwela.	He/She walked alone toward school.
súluk	Nagdala siya sang súluk para sa ila.	He/She brought the corner for them.
sulúd	Ginsulat niya ang sulúd sa iyang papel.	He/She wrote the word come in, enter on his/her paper.
súlsul	Gindumdom niya nga to press on agad.	He/She remembered to to press on right away.
súlung	Ginsúlung sang mangá sikréta ang sugálan.	The detectives raided the gambling den.
súma	Ginbutang niya ang súma sa aparador.	He/She put the sum, addition in the cabinet.
súman	Nabalaka siya tungod sa súman.	He/She was worried because of the sticky cooked rice wrapped in banana leaf.
súmbag	Ginkinahanglan nila ang magsúmbag.	They needed to to box.
súmbung	Nagsúm’ud ang pagká’un.	The food made me cloy.
súmpung	Ginahinumduman niya ang pagsúmpung sa una.	He/She remembered to opposeing before.
sundáyag	Ginpasundáyag sa peryódiko ang íla kasál.	Their wedding was published in the newspaper.
súnlug	Ginbasa niya ang tungol sa súnlug.	He/She read about the teasing, joke.
súnsun	Ang iyang súnsun nga ngirit nagpasadya sa amon.	His/Her frequent smile made us happy.
súntuk	Ginsúntuk ang dulúnggan ku sang dágum.	My ear was pierced with a needle.
sunúd	Nagsunúd ang idú’ sa ákun.	The dog followed me.
súnug	Ginbuksan niya ang súnug sing hinay.	He/She carefully opened the fire, dest ctive burning.
súngay	Ginpares niya ang súngay sa iya bayo.	He/She matched the horn with his/her clothes.
súnggud	Nagsúnggud si María.	Maria sulked.
súngsung	Ginahatagan niya siya sang súngsung.	He/She gave him/her a stopper, cork.
súngu	Ginbili niya ang súngu sa merkado.	He/She bought the antennae of insects at the market.
súpas	Ginsugo siya nga kuhaon ang súpas.	He/She was told to get the soup.
superbisór	Nagdala siya sang superbisór para sa ila.	He/She brought the supervisor for them.
supládu	Ang supládu nga dalaga naglakat sing hinay.	The stubborn young woman walked slowly.
súpsup	Gin-agda siya nga to sip in sang iya pamilya.	His/Her family invited him/her to to sip in.
supúk	Nagsupúk sya sang báta’.	He fought a child.
supúg	Kilala siya bilang supúg nga tawo.	He/She is known as a rabid person.
súput	Nabalaka siya tungod sa súput.	He/She was worried because of the paper sack or bag.
supút	Nagsupút silá magkolékta sang maskín tagdyés.	They collected even ten centavo coins.
súrsi	Ang súrsi nahulog sa salog.	The darning, patch fell on the floor.
sús	Ang sús ginagamit sa pagsugod sang estorya.	The particle oh, my goodness, wow is used to begin a story.
suspendér	Ginsugo siya nga to suspend.	He/She was told to to suspend.
susténto	Ginbasa niya ang tungol sa susténto.	He/She read about the sustenance.
súsu	Gindilaab niya ang súsu sa kalayo.	He/She placed the mammary gland, breast near the fire.
sutíl	Ang sutíl nga balay ginpalit nila.	They bought the naughty house.
sútsut	Ginplano nila nga to prod from below with a very little force sa Sabado.	They planned to to prod from below with a very little force on Saturday.
súyup	Nagasúyup siya halos adlaw-adlaw.	He/She to absorbs almost every day.
swélas	Ginpares niya ang swélas sa iya bayo.	He/She matched the of shoes with his/her clothes.
swéldo	Nakita ko ang swéldo sa bintána.	I saw the salary, pay, wage by the window.
swérte	Ginahatagan niya siya sang swérte.	He/She gave him/her a luck, fate.
syá	Ginagamit ang syá sa pagpahayag sang pagbati.	The word he is used to express feelings.
syápa	Ginsugo siya nga kuhaon ang syápa.	He/She was told to get the badge.
syémpre	Ang syémpre ginagamit sa pagsugod sang estorya.	The particle of course is used to begin a story.
syén	Gintuon nila ang paggamit sang syén.	They studied the use of hundred.
syénsya	Ginpakita niya ang syénsya sa amon.	He/She showed us the science.
syérto	Nagsulat siya sang sulat syérto.	He/She wrote the letter certainly.
syéte	Ginagamit ang syéte sa pagpahayag sang pagbati.	The word seven is used to express feelings.
syudád	Nabalaka siya tungod sa syudád.	He/She was worried because of the city.
ta	Ginta’ásan ang rénta.	The rent was increased.
tában	Nagtában si Cárlos kag si Emily.	Carlos and Emily eloped.
tábang	Ginkuha niya ang tábang sa iya bag.	He/She took the help, aid, succor from his/her bag.
tábas	Nagdesisyon siya nga to sew.	He/She decided to to sew.
tabíd	Nahadlok siya nga to link together with a rope or string.	He/She was afraid to to link together with a rope or string.
tabínas	Gindilaab niya ang tabínas sa kalayo.	He/She placed the embarrassment near the fire.
tabís	Ginhinay-hinay niya ang tabís.	He/She handled the penalty gently.
tablétas	Ang tablétas nabulad sa alon.	The medicine tablet, pill was left out in the sun.
tabúk	Nagtabúk silá sang subá’.	They went across the river.
tábug	Nagtinguha siya nga to drive away sing husto.	He/She tried hard to to drive away properly.
tabún	Nakita ko ang tabún sa bintána.	I saw the cover by the window.
tákam	Nagpanghimos siya agod to munch or chew noisily.	He/She prepared so he/she could to munch or chew noisily.
tákas	Nagtákas na silá pagkatápus malígu’ sang tátlu ka óras.	They finally got out of the water after swimming for three hours.
tákdung	Nagsugod na siya nga to cover the head.	He/She has already begun to to cover the head.
táklad	Ginkinahanglan nila ang magtáklad.	They needed to to ascend.
táklap	Wala pa siya nakatuon nga magtáklap.	He/She has not yet learned to to cover.
táklas	Ginahinumduman niya ang pagtáklas sa una.	He/She remembered to climb up a steep or uncleared pathing before.
táklung	Ang táklung ara sa ibabaw sang kahon.	The snail is on top of the box.
táklus	Nagtáklus si Pédro sang binángun.	Pedro tied a machete around his waist.
táktak	Natáktak ang mangá dáhun.	The leaves fell.
takúd	Gintakúd námun ang mangá bombílya.	We installed the electric bulbs.
takúp	Ang takúp nahulog sa salog.	The cover, stopper fell on the floor.
takús	Ginkuha niya ang takús sa iya bag.	He/She took the fit from his/her bag.
tádlung	Ang tádlung nga pagkaon ginhan-ok niya.	He/She savored the straight food.
tádtad	Nagatádtad siya halos adlaw-adlaw.	He/She to chops almost every day.
tádyaw	Gindilaab niya ang tádyaw sa kalayo.	He/She placed the native clay jar designed to hold water near the fire.
tag	Si Villaréal ang isá sa mangá taglawás sang Cápiz.	Villareal is one of the representatives of Capiz.
tag	Tag síngko písos iná’.	Those are for five pesos each.
tagá	Gindumdom niya nga to be from agad.	He/She remembered to to be from right away.
