Hiligaynon,English
Pinturahan naton ang disenyo sa tela.,Let's paint the design on the fabric.
Masanag ang kolor sang imo kurbata.,The color of your necktie is bright.
Madulom ang itsura sang sining itom nga bayu.,The appearance of this black shirt is dark.
Pila ka porsyento ang diskwento sa sapatos?,What percentage is the discount on shoes?
Barato lang ang baligya sa ukay-ukay.,The goods at the second-hand shop are just cheap.
Mahal ang bayu sa daku nga mall.,The clothes in the big mall are expensive.
Ari ang bayad para sa pagpatahì.,Here is the payment for the sewing.
Batuna ining resibo sang imo bakal.,Accept this receipt for your purchase.
Kabay pa nga magustuhan mo ini.,I hope you like this.
"Amen, manami gid ini lantawon.","Amen, this looks very good."
Mag-upod kita sa pagpamili sang bayu.,Let's go together to choose clothes.
Diin dampi ang hulot-alinan?,Whereabouts is the fitting room?
Malayo pa bala ang inyo tindahan?,Is your store still far?
Malapit na lang kita mag-abot didto.,We are almost there.
Dal-a ang imo pitaka kag listahan.,Bring your wallet and list.
Basi malimtan mo ang imo sukli.,You might forget your change.
Mainit gid ang panyempo sa gwa.,The weather is very hot outside.
Inom kita sang tubig pagkahuman.,Let's drink water afterwards.
Namit ang hangin diri sa sulod.,The air here inside is pleasant.
Ubosa ang inyo oras sa pagpili.,Take your time in choosing (finish your time).
Busog ang akon mata sa mga matahum nga bayu.,My eyes are full (satisfied) with beautiful clothes.
Salamat sa inyo pag-ulikid sa amon.,Thank you for your concern for us.
Mag-andam kamo sa inyo pagpauli.,Be careful on your way home.
Maayong hapon sa inyo tanan.,Good afternoon to you all.
Bugtaw kita bwas para maglaba.,We will wake up tomorrow to do laundry.
Mag-obra kita para sa aton kinahanglanon.,Let's work for our needs.
Ang ihibalo amo ang matuod nga manggad.,Knowledge is the true wealth.
Maayo gid ang aton palaabuton subong.,Our future is very good right now.
Indi mag-untat sa pagpanumdum sang maayo.,Do not stop thinking of good things.
Masanag ang aton padulungan bwas.,Our destination tomorrow is bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga laygay.,Believe in my advice.
Indi gid ako magbutig sa inyo tanan.,I will never lie to all of you.
Ambot kon diin ko nabutang ang akon kuring.,I don't know where I put my cat (or anything lost).
Sin-o ang naghimo sini nga panyo?,Who made this handkerchief?
Ako ang nagborda sini para sa imo.,I embroidered this for you.
Pasayluha ako kon may sala ako.,Forgive me if I have a mistake.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya.,Thank you for your great patience.
Kabay pa nga magdugay ining bayu.,I hope this clothing lasts long.
Paalam na sa inyo subong nga oras.,Farewell to you at this hour.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Malipayon kita sa sining bag-o nga bayu.,We are happy with these new clothes.
Salamat gid sang madamo sa inyo.,Thank you very much to you.
Walay sapayan sa inyo tanan diri.,You're welcome to all of you here.
Ari na ang akon paborito nga sapatos.,Here are my favorite shoes.
Namit gid lantawon ang imo pamanit.,Your complexion looks very good.
Ubos na ang akon pasensya sa sining gisi.,My patience with this tear is gone.
Tapos na ang aton pagpamili subong.,Our choosing is finished now.
Magpahuway na kita tanan sa balay.,Let us all rest now at home.
Maayong gab-i sa inyo tanan subong.,Good night to you all now.
Magtulog kamo sing maayo subong.,Sleep well now.
Bugtaw kita sa kasanagon sang aga.,We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.,Let's work for our family.
Ang ihibalo amo ang aton manggad.,Knowledge is our wealth.
Maayo gid ang aton padulungan bwas.,Our destination tomorrow is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Maluya ang akon lawas subong.,My body is weak right now.
Nagasakit ang akon ulo kag dughan.,My head and chest are hurting.
Diin dampi ang pinakamalapit nga klinika?,Whereabouts is the nearest clinic?
Inom ka sang bulong sa hilanat.,Drink medicine for the fever.
Mataas ang iya temperatura kaina.,His/Her temperature was high earlier.
Masanag ang iya mga mata lantawon.,His/Her eyes look bright.
Kinahanglan mo magpahuway sing maayo.,You need to rest well.
Pila ang timbang sang imo lawas?,How much is your body weight?
Maalam gid ang doktor sa ospital.,The doctor at the hospital is very wise/skilled.
Nagahubag ang akon wala nga tiil.,My left foot is swelling.
Putla ang kuko sang imo mga kamot.,Cut the nails of your hands.
Sipilyuha ang imo mga ngipon kada kaon.,Brush your teeth every meal.
Mahumok ang panit sang gamay nga bata.,The baby's skin is soft.
Mabug-at ang akon pamatyag subong.,My feeling (state of health) is heavy/lethargic.
Magang-an ang pamaagi sang iya paglakat.,The way he/she walks is light.
Sin-o ang nagabulig sa imo pag-ayo?,Who is helping you recover?
Ako ang nagabantay sa pasyente.,I am the one watching over the patient.
Dasig ang pitik sang iya kasing-kasing.,The beat of his/her heart is fast.
Mahina ang iya pagginhawa sa katulugon.,His/Her breathing is weak in sleep.
Limpyuha ang pilas sang maayo.,Clean the wound well.
Ibutang ang bulong sa ibabaw sang panit.,Put the medicine on top of the skin.
Indi kamo magkaon sang tuman ka pait.,Do not eat anything too bitter.
Matam-is ang duga para sa ubo.,The juice for the cough is sweet.
Maaslam ang prutas nga may bitamina.,The fruit with vitamins is sour.
Husto gid ang sukol sang imo dugo.,Your blood pressure (measurement) is exactly right.
Pila ka porsyento ang tsansa sang operasyon?,What percentage is the chance of the operation?
Nagapaligo ako sang mabugnaw nga tubig.,I am bathing with cold water.
Mainit ang agtang sang naga-antos.,The forehead of the one suffering is hot.
Madamo sang bitamina ang utan.,Vegetables have many vitamins.
Ubosa ang imo pagkaon para magbaskog ka.,Finish your food so you will get strong.
Busog na ang akon tiyan sa tubig.,My stomach is already full of water.
Salamat sa Dios sa pag-ayo sang balatian.,Thank you God for healing the sickness.
Wala ina sing kabilinggan sa maayo nga lawas.,That is no trouble for a healthy body.
Mag-andam kamo sa pagtabok sa dalan.,Be careful in crossing the road.
Dal-a ang imo reseta sa botika.,Bring your prescription to the pharmacy.
Basi malimtan mo ang oras sang pag-inom.,You might forget the time to drink (medicine).
Mapuli na kita halin sa check-up.,Let's go home now from the check-up.
Malipayon kami kay maayo na sia.,We are happy because he/she is well now.
Mag-istoryahanay kita parte sa nutrisyon.,Let's talk about nutrition.
Pila ka tuig ang edad sang tigulang?,How many years is the age of the elderly?
Walumpu na ka tuig ang iya kabuhi.,His/Her life is already eighty years long.
Maugod sia mag-ehersisyo kada aga.,He/She is diligent in exercising every morning.
Indi mag-untat sa pag-ulikid sa lawas.,Do not stop caring for the body.
Masanag ang hitsura sang tawo nga baskog.,The appearance of a strong person is bright.
Ang ihibalo sa ikaayong lawas amo ang manggad.,Knowledge of health is wealth.
Maayo gid ang aton palaabuton kon mapagros kita.,Our future is very good if we are healthy.
Ginasiling ko sa inyo ang kamatuoran sang lawas.,I am telling you the truth about the body.
Magpati kamo sa laygay sang nars.,Believe in the nurse's advice.
Indi gid ako magbutig sa akon doktor.,I will never lie to my doctor.
Ambot kon ngaa nagasakit ang akon likod.,I don't know why my back is hurting.
Sin-o ang nagmasahe sang imo abaga?,Who massaged your shoulder?
Ako ang naghaplas sang lana sa iya siko.,I was the one who applied oil to his/her elbow.
Pasayluha ako kon wala ako nakabisita.,Forgive me if I wasn't able to visit.
"Hu-o, maayo man ang tanan subong.","Yes, everything is fine now."
Salamat sa inyo daku nga pasensya.,Thank you for your great patience.
Kabay pa nga magdugay ang imo kabuhi.,I hope your life lasts long.
Paalam na sa inyo tanan sa ospital.,Farewell to you all at the hospital.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo lakat sa gwa.,Be careful on your way outside.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan bwas.,Our destination tomorrow is bright.
Malipayon kita sa sining kaayuhan.,We are happy in this wellness/recovery.
Salamat gid sang madamo sa inyo bulig.,Thank you very much for your help.
Walay sapayan sa inyo tanan.,You're welcome to all of you.
Ari na ang akon paborito nga prutas.,Here is my favorite fruit.
Namit gid ining sabaw para sa may sakit.,This soup is very delicious for the sick.
Ubos na ang sulod sang akon baso.,The contents of my glass are all gone.
Tapos na ang aton oras sa pagpahuway.,Our time for resting is finished.
Mag-obra kita liwat para sa aton pamilya.,Let's work again for our family.
Maayong gab-i sa inyo tanan subong.,Good night to you all now.
Magtulog kamo sing maayo para magbaskog.,Sleep well so you will get strong.
Bugtaw kita sa kasanagon sang aga.,We will wake up at dawn tomorrow.
Ang ihibalo amo ang matuod nga manggad.,Knowledge is the true wealth.
Maayo gid ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Indi gid ako magbutig sa inyo tanan diri.,I will never lie to all of you here.
Ambot kon san-o ini matapos tanan.,I don't know when all of this will end.
Sin-o ang naghimo sini nga plano sang diyeta?,Who made this diet plan?
Ako ang nag-organisar sini para sa imo.,I organized this for you.
Pasayluha ako kon may sala ako subong.,Forgive me if I have a mistake right now.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya gid.,Thank you very much for your great patience.
Kabay pa nga magdugay ining pag-ayo.,I hope this healing lasts long.
Paalam na sa inyo subong nga oras.,Farewell to you at this hour.
Tubtob sa liwat naton nga pagkitaay bwas.,Until our meeting again tomorrow.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Indi gid ako magbutig sa inyo tanan diri.,I will never lie to all of you here.
Ambot kon san-o ini matapos tanan.,I don't know when all of this will end.
Sin-o ang naghimo sini nga programa?,Who made this program?
Ako ang nag-organisar sini para sa inyo.,I organized this for you.
Malipayon ang akon tagipusuon subong.,My heart is happy right now.
Nagasakit ang iya buot sa natabo.,His/Her feelings are hurt by what happened.
Ano ang kabangdanan sang imo kasubo?,What is the cause of your sadness?
Nahadlok sia sa palaabuton nga madulom.,He/She is afraid of a dark future.
Huya-huya ang bata sa atubang sang tawo.,The child is very shy in front of people.
Maisog sia nga nag-atubang sa kamatuoran.,He/She bravely faced the truth.
Ang paglaum amo ang nagahatag sing kusog.,Hope is what gives strength.
Maugod sia sa pagtuon sang ihibalo.,He/She is diligent in studying knowledge.
Matig-a ang iya panindugan sa laye.,His/Her stand on the law is firm.
Palangga gid sang iloy ang iya anak.,The mother really loves her child.
Mag-ulikid kita sa mga nagakinahanglan.,Let us care/show concern for those in need.
Indi kamo mag-akig sa wala sing pulos.,Do not be angry over nothing (useless things).
Pasayluha ako sa akon daku nga sala.,Forgive me for my big mistake/sin.
Ang katarungan dapat magpangibabaw.,Justice must prevail.
Nasubuan ako sa imo paghalin diri.,I am saddened by your leaving here.
Mag-antos kita para sa aton handum.,Let us endure for the sake of our dreams.
Nagakadlaw sila sa tunga sang kapiit.,They are laughing in the middle of hardship.
Maalam ang iya paghukom sa problema.,His/Her judgment of the problem is wise.
Buot gid ang iya pamatasan sa amon.,His/Her character is very kind to us.
Indi maghambal sang butig sa gwa.,Do not speak lies outside.
Nagaupod ang amon huna-huna subong.,Our thoughts are in agreement right now.
Sin-o ang may salabton sa sining gamo?,Who has the responsibility for this trouble?
Ako ang nag-ako sang akon kakulangan.,I admitted my shortcoming.
Maghulat kita sang husto nga tion.,Let us wait for the right time.
Dasig ang pagbag-o sang aton palibot.,The change in our environment is fast.
Mahina ang iya pagpati sa milagro.,His/Her belief in miracles is weak.
Nakilala mo bala ang matuod nga gugma?,Do you know true love?
Ambot kon diin naghalin ining kalipay.,I don't know where this joy came from.
Sigurado ako sa akon ginasiling sa imo.,I am sure of what I am saying to you.
Respetuha ang opinyon sang imo isig-katawo.,Respect the opinion of your fellow man.
Magbinuligay kita para sa kaayuhan.,Let us help each other for the common good.
Maayo gid ang record sang iya kabuhi.,The record of his/her life is very good.
Nakalulu pamatian ang iya mga laygay.,His/Her advice is soothing to listen to.
Malipayon kami sa sining kadalag-an.,We are happy in this victory/success.
Halong kamo sa inyo mga panumdumon.,Be careful with your thoughts.
Kabay pa nga magpadayon ining paghidaet.,I hope this peace continues.
Salamat gid sa imo daku nga pag-intindi.,Thank you very much for your great understanding.
Wala ina sing kabilinggan sa akon.,That is of no concern to me.
Proud ako sa imo mga hinimuan.,I am proud of your accomplishments.
Magpangamuyo kita para sa kasanag.,Let us pray for enlightenment/light.
"Amen, amo gid ina ang kamatuoran.","Amen, that is indeed the truth."
Pila ka porsyento ang imo pagsalig?,What percentage is your trust?
Isá ka gatos ka porsyento ang akon taya.,My stake is one hundred percent.
Linibo ka handum ang ara sa iya.,Thousands of dreams are within him/her.
Dasiga ang imo pagdesisyon subong.,Quicken your decision-making now.
Madulom ang buot sang tawo nga nagatago.,The heart of a person who hides is dark.
Mag-upod kita sa pagpangita sang hustisya.,Let us join in the search for justice.
Ang ihibalo amo ang matuod nga kasanag.,Knowledge is the true light.
Maayo gid ang aton palaabuton bwas.,Our future tomorrow is very good.
Indi mag-untat sa pag-ugod sa kaayo.,Do not stop being diligent in goodness.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang kamatuoran.,I am telling you the truth.
Magpati kamo sa akon mga promisa.,Believe in my promises.
Indi gid ako magbutig sa inyo tanan.,I will never lie to all of you.
Ambot kon san-o pa ini magbalik.,I don't know when this will return yet.
Sin-o ang naghimo sining binalaybay?,Who made this poem?
Ako ang nagplano sang aton pagtilipon.,I was the one who planned our gathering.
Pasayluha ako kon may sala ako.,Forgive me if I have a mistake.
"Hu-o, patawad na ang tanan subong.","Yes, everything is forgiven now."
Salamat sa inyo daku nga pasensya.,Thank you for your great patience.
Kabay pa nga magdugay ining kalinong.,I hope this peace lasts long.
Paalam na sa inyo subong nga oras.,Farewell to you at this hour.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Malipayon kita sa sining pag-ugyon.,We are happy in this unity/agreement.
Salamat gid sang madamo sa inyo.,Thank you very much to you.
Walay sapayan sa inyo tanan diri.,You're welcome to all of you here.
Ari na ang akon paborito nga dinalan.,Here is my favorite sentence.
Namit gid batyagon ang paghigugma.,It feels very good to feel love.
Ubos na ang akon kakulba subong.,My nervousness is all gone now.
Tapos na ang aton pag-istoryahanay.,Our conversation is finished.
Magpahuway na kita tanan sa balay.,Let us all rest now at home.
Maayong gab-i sa inyo tanan subong.,Good night to you all now.
Magtulog kamo sing maayo subong.,Sleep well now.
Bugtaw kita sa kasanagon sang aga.,We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.,Let's work for our family.
Ang ihibalo amo ang aton manggad.,Knowledge is our wealth.
Maayo gid ang aton padulungan bwas.,Our destination tomorrow is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Indi gid ako magbutig sa inyo tanan diri.,I will never lie to all of you here.
Ambot kon san-o ini matapos tanan.,I don't know when all of this will end.
Sin-o ang naghimo sini nga kalingawan?,Who made this entertainment?
Ako ang nag-organisar sini para sa inyo.,I organized this for you.
Pasayluha ako kon may sala ako subong.,Forgive me if I have a mistake right now.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya gid.,Thank you very much for your great patience.
Kabay pa nga magdugay ining paglaum.,I hope this hope lasts long.
Paalam na sa inyo subong nga oras.,Farewell to you at this hour.
Tubtob sa liwat naton nga pagkitaay bwas.,Until our meeting again tomorrow.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Makadto ang mga bata sa eskwelahan.,The children are going to school.
Sin-o ang maestra sang inyo klase?,Who is the teacher of your class?
Nagatuon sia sang iya leksyon sa kwarto.,He/She is studying his/her lesson in the room.
Diin mo ginbutang ang imo bag kag libro?,Where did you put your bag and book?
Gamita ang imo lapis sa pagsulat sang ngalan.,Use your pencil to write your name.
Pila ka bilog nga papel ang kinahanglan mo?,How many pieces of paper do you need?
Masanag ang iya huna-huna sa Matematika.,His/Her mind is bright (sharp) in Mathematics.
Nakapasar sia sa madalom nga exam.,He/She passed the difficult/deep exam.
Maalam gid ang amon principal sa banwa.,Our principal in town is very wise.
Limpyuha ang pisara pagkatapos sang klase.,Clean the blackboard after the class.
Pungko kamo sing maayo sa inyo silya.,Sit properly in your chairs.
Buksi ang inyo libro sa pahina dies.,Open your books to page ten.
Siraduha ang bintana sang classroom.,Close the window of the classroom.
Mabug-at ang sulod sang iya backpack.,The contents of his/her backpack are heavy.
Magang-an lang ang aton ubra subong.,Our work today is just light.
Sin-o ang naghimo sining drowing sa papel?,Who made this drawing on the paper?
Ako ang nag-obra sang amon proyekto.,I was the one who did our project.
Dasig sia magbasa sang dinalan.,He/She reads the sentence fast.
Mahina ang iya tingog sa pag-recite.,His/Her voice is weak in reciting.
Isulat ang husto nga sabaw sa notebook.,Write the correct answer in the notebook.
Indi magdaya sa tunga sang pasultia.,Do not cheat in the middle of the test.
Respetuha ang imo mga klasmet diri.,Respect your classmates here.
Malipayon kami sa amon paggradwar.,We are happy in our graduation.
Pila ka porsyento ang imo grado?,What percentage is your grade?
Isá ka gatos ang makuha ko sa bitala.,I will get one hundred in the recitation.
Linibo ka estudyante ang ari sa unibersidad.,Thousands of students are here at the university.
Kinahanglan naton mag-ugod sa pagtuon.,We need to be diligent in studying.
Ang ihibalo amo ang matuod nga manggad.,Knowledge is the true wealth.
Maayo gid ang aton palaabuton kon masegun.,Our future is very good if we are persistent.
Salamat sa laygay sang aton manunudlo.,Thank you for the advice of our teacher.
Wala ina sing kabilinggan sa maalam nga tawo.,That is of no concern to a wise person.
Mag-andam kamo sa pagpauli halin sa eskwela.,Be careful going home from school.
Malayo pa bala ang lalakton sang bata?,Is the child's walk still far?
Malapit na lang sia mag-abot sa balay.,He/She is almost home.
Dal-a ining baon para sa panyaga.,Take this packed meal for lunch.
Basi malimtan mo ang imo lunsay nga gamit.,You might forget your pure (essential) tools.
Mainit gid sa sulod sang librarya.,It is very hot inside the library.
Inom ka sang tubig sa pitser sa canteen.,Drink water from the pitcher in the canteen.
Namit ang tinapay nga baligya sa kanto.,The bread sold at the corner is delicious.
Ubosa ang inyo oras sa pagsabat.,Use all your time (finish it) in answering.
Busog na ang akon huna-huna sa ihibalo.,My mind is already full of knowledge.
Magpahuway kita anay sa idalom sang kahoy.,Let's rest for a while under the tree.
Maayong hapon sa inyo tanan sa eskwelahan.,Good afternoon to you all at school.
Bugtaw kita sa kasanagon para mag-review.,We will wake up at dawn to review.
Mag-obra kita para sa aton kabuwasan.,Let's work for our future.
Masanag ang aton padulungan bwas.,Our destination tomorrow is bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal.,Believe in my words.
Indi gid ako magbutig sa inyo tanan.,I will never lie to all of you.
Ambot kon san-o ini matapos ang semester.,I don't know when this semester will end.
Sin-o ang naghimo sang sining binalaybay?,Who made this poem?
Ako ang nagplano sang aton graduation ball.,I planned our graduation ball.
Pasayluha ako kon may sala ako sa klase.,Forgive me if I made a mistake in class.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya.,Thank you for your great patience.
Kabay pa nga magdugay ining pagkabyan.,I hope this friendship lasts long.
Paalam na sa inyo subong nga adlaw.,Farewell to you for today.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Malipayon kita sa sining kadalag-an.,We are happy in this victory/success.
Salamat gid sang madamo sa inyo.,Thank you very much to you.
Walay sapayan sa inyo tanan diri.,You're welcome to all of you here.
Ari na ang akon paborito nga libro.,Here is my favorite book.
Namit gid batyagon ang pagkat-on.,It feels very good to learn.
Ubos na ang tinta sang akon bolpen.,My ballpen's ink is all gone.
Tapos na ang aton klase subong.,Our class is finished now.
Magpahuway na kita tanan sa balay.,Let us all rest now at home.
Maayong gab-i sa inyo tanan diri.,Good night to all of you here.
Magtulog kamo sing maayo subong.,Sleep well now.
Bugtaw kita sa kasanagon sang aga.,We will wake up at dawn tomorrow.
Mag-obra kita para sa aton pamilya.,Let's work for our family.
Ang ihibalo amo ang aton manggad.,Knowledge is our wealth.
Maayo gid ang aton padulungan bwas.,Our destination tomorrow is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal subong.,Believe in my words right now.
Indi gid ako magbutig sa inyo tanan diri.,I will never lie to all of you here.
Ambot kon san-o ini matapos tanan.,I don't know when all of this will end.
Sin-o ang naghimo sini nga programa?,Who made this program?
Ako ang nag-organisar sini para sa inyo.,I organized this for you.
Pasayluha ako kon may sala ako subong.,Forgive me if I have a mistake right now.
"Hu-o, patawad na ang tanan diri.","Yes, everything is forgiven here."
Salamat sa inyo daku nga pasensya gid.,Thank you very much for your great patience.
Kabay pa nga magdugay ining paglaum.,I hope this hope lasts long.
Paalam na sa inyo subong nga oras.,Farewell to you at this hour.
Tubtob sa liwat naton nga pagkitaay bwas.,Until our meeting again tomorrow.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Pila na ang oras sa imo relo?,What time is it on your watch?
Alas-dwas na sang hapon subong.,It is already two o'clock in the afternoon now.
Nagabutlak ang adlaw sa sidlangan.,The sun rises in the east.
Nagatunod ang adlaw sa natungpan.,The sun sets in the west.
Kadto kamo sa aminhan sang isla.,Go to the north of the island.
Malayo ang lalakton pakadto sa bagatnan.,The walk to the south is far.
San-o ang inyo pahuway sa ubra?,When is your break from work?
Kada Dominggo ang amon pahuway.,Our rest is every Sunday.
Masanag ang bulan sa tunga sang gab-i.,The moon is bright in the middle of the night.
Bugtaw kita sa kasanagon sang aga.,We will wake up at the crack of dawn.
Mainit gid ang panyempo kon tingadlaw.,The weather is very hot during the dry season.
Madamo sang ulan kon tingulan.,There is much rain during the rainy season.
Nagahuyop ang mabaskog nga amihan.,The strong north wind is blowing.
Naga-abot na ang habagat halin sa lawod.,The southwest monsoon is arriving from the deep sea.
Pila ka tuig na ikaw diri sa banwa?,How many years have you been here in town?
Isá ka bulan na ang nagligad.,One month has already passed.
Bwas sa aga kita magasugod ubra.,Tomorrow morning we will start working.
Kahapon kami nag-abot halin sa syudad.,We arrived yesterday from the city.
"Sa madali nga tion, matapos na ini.","In a short time, this will be finished."
Hulat kamo sang pila ka minutos.,Wait for a few minutes.
Diin dampi ang inyo balay sa kanto?,Whereabouts is your house at the corner?
Likó kamo sa tuo pagkatapos sang tulay.,Turn right after the bridge.
Padayon kamo sa wala pakadto sa plaza.,Continue to the left toward the plaza.
Diretso lang ang dalan sa unahan.,The road straight ahead is just there.
Mabug-at ang karga sang oras sa aton.,The weight of time is heavy on us.
Magang-an lang ang lakat sang mga tinuon.,The movement of the moments is just light.
Sin-o ang naghimo sang inyo iskedyul?,Who made your schedule?
Ako ang nagplano sang aton lakat.,I was the one who planned our trip/departure.
Dasig ang dalagan sang sining katuigan.,The running of these years is fast.
Mahina ang lakat sang trapiko subong.,The traffic is moving slowly right now.
Isulat ang petsa sa ibabaw sang papel.,Write the date at the top of the paper.
Abril subong nga bulan sa kalendaryo.,It is April this month on the calendar.
Pila ka porsyento ang nabilin nga tion?,What percentage of time is left?
Husto gid ang oras sang aton pag-abot.,The time of our arrival is exactly right.
Salamat sa Dios sa sining bag-o nga adlaw.,Thank you God for this new day.
Wala ina sing kabilinggan sa nagligad.,That is of no concern in the past.
Mag-andam kamo sa inyo lakat sa gab-i.,Be careful on your way at night.
Malayo pa bala ang aton padulungan?,Is our destination still far?
Malapit na lang kita sa sentro.,We are almost at the center.
Dal-a ang imo suga basi madulom.,Bring your light in case it's dark.
Basi malimtan mo ang aton ginsugtan.,You might forget what we agreed upon.
Mainit gid ang panyempo kon udto.,The weather is very hot at noon.
Inom kita sang tubig samtang nagahulat.,Let's drink water while waiting.
Namit ang hangin sa hapon diri.,The air in the afternoon here is pleasant.
Ubosa ang imo ubra antes magpuli.,Finish your work before going home.
Busog na kami sa mga eksperyensya.,We are already full of experiences.
Magpahuway kita sa masunod nga semana.,Let's rest next week.
Maayong aga sa inyo tanan diri.,Good morning to all of you here.
Bugtaw na ang mga tawo sa uma.,The people on the farm are already awake.
Mag-obra kita samtang masanag pa.,Let's work while it is still bright.
Ang ihibalo sa tion amo ang manggad.,Knowledge of time is wealth.
Maayo gid ang aton palaabuton bwas.,Our future tomorrow is very good.
Indi mag-untat sa pag-ugod sa ubra.,Do not stop being diligent in work.
Masanag ang aton padulungan sa unahan.,Our destination ahead is bright.
Ginasiling ko sa inyo ang matuod.,I am telling you the truth.
Magpati kamo sa husto nga takna.,Believe in the right moment/hour.
Indi gid ako magbutig parte sa oras.,I will never lie about the time.
Ambot kon ngaa nadugayan ang bus.,I don't know why the bus was delayed.
Sin-o ang naghimo sining orasan?,Who made this clock?
Ako ang nagkay-ub sang inyo relo.,I was the one who fixed your watch.
Pasayluha ako kon ulihi na ako.,Forgive me if I am already late.
"Hu-o, maayo man ang tanan subong.","Yes, everything is fine now."
Salamat sa inyo daku nga pasensya.,Thank you for your great patience.
Kabay pa nga magdugay ang aton pag-abyanay.,I hope our friendship lasts long.
Paalam na sa inyo subong nga tion.,Farewell to you at this time.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo lakat sa dalan.,Be careful on your way on the road.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay diri.,Our companionship here is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton kabuwasan subong.,Our future is bright now.
Malipayon kita sa sining takna.,We are happy at this moment.
Salamat gid sang madamo sa inyo.,Thank you very much to you.
Walay sapayan sa inyo tanan diri.,You're welcome to all of you here.
Ari na ang akon paborito nga bulan.,Here is my favorite month.
