reference	hiligaynon	english
MAT.24.1	Nagguwa si Jesus sa templo kag samtang nagalakat siya nagpalapit sa iya ang iya mga sumulunod kag gintudlo nila sa iya ang templo.	And Jesus went out, and departed from the temple: and his disciples came to him him for to shew him the buildings of the temple.
MAT.24.2	Nagsiling si Jesus sa ila, “Tan-awa ninyo ini tanan. Sa pagkamatuod, magakalaguba ini kag wala gid sing may mabilin nga mga bato nga nagasalampaw.”	And Jesus said unto them, See ye not all these things? verily I say unto you, There shall not be left here one stone upon another, that shall not be thrown down. See ye not all these things? verily I say unto you, There shall not be left here one stone upon another, that shall not be thrown down.
MAT.24.3	Sang nagapungko si Jesus didto sa Bukid sang mga Olibo, nagpalapit sa iya ang iya mga sumulunod nga silahanon lang. Nagsiling sila, “Sugiri kami kon san-o matabo ang mga butang nga imo ginsiling. Kag ano bala ang tanda sang imo pagbalik diri kag sang katapusan sang sini nga panahon?”	And as he sat upon the mount of Olives, the disciples came unto him privately, saying, Tell us, when shall these things be? and what shall be shall be the sign of thy coming, and of the end of the world?
MAT.24.4	Nagsabat si Jesus sa ila, “Mag-andam kamo nga wala sing may makapatalang sa inyo.	And Jesus answered and said unto them, Take heed that no man deceive you. Take heed that no man deceive you.
MAT.24.5	Kay madamo ang magaabot kag magasiling nga sila amo ako, ang Cristo, kag madamo ang ila mapatalang.	For many shall come in my name, saying, I am Christ; and shall deceive many. For many shall come in my name, saying, I am Christ; and shall deceive many.
MAT.24.6	Makabati kamo sang mga gira nga malapit sa inyo kag makabalita kamo nga didto sa malayo nagagira man. Pero indi kamo magkahadlok. Kinahanglan gid nga matabo ini, pero indi pa ini ang katapusan.	And ye shall hear of wars and rumours of wars: see that ye be not troubled: for all these things must come to pass, but the end is not yet. And ye shall hear of wars and rumours of wars: see that ye be not troubled: for all these things these things must come to pass, but the end is not yet.
MAT.24.7	Magailinaway ang mga nasyon kag magailinaway ang mga ginharian. May magaabot nga mga gutom kag mga linog sa nagkalain-lain nga lugar.	For nation shall rise against nation, and kingdom against kingdom: and there shall be famines, and pestilences, and earthquakes, in divers places. For nation shall rise against nation, and kingdom against kingdom: and there shall be famines, and pestilences, and earthquakes, in divers places.
MAT.24.8	Ini tanan umpisa pa lang sang mga kabudlayan nga magaabot.	All these are the beginning of sorrows. All these are are the beginning of sorrows.
MAT.24.9	“Sa sina nga mga inadlaw dumtan kamo sang mga tawo sa mga tawo sa tanan nga nasyon tungod sang inyo pagsunod sa akon. Dakpon nila kamo kag itugyan sa mga tawo nga magasilot sa inyo, kag ang iban sa inyo pagapatyon.	Then shall they deliver you up to be afflicted, and shall kill you: and ye shall be hated of all nations for my name's sake. Then shall they deliver you up to be afflicted, and shall kill you: and ye shall be hated of all nations for my name's sake.
MAT.24.10	Kag kon mag-abot na ang mga paghingabot, madamo ang magatalikod sa ila pagtuo. Dumtan nila kag traiduran ang ila kapareho nga mga tumuluo.	And then shall many be offended, and shall betray one another, and shall hate one another. And then shall many be offended, and shall betray one another, and shall hate one another.
MAT.24.11	Magaguwa ang indi matuod nga mga propeta kag madamo ang ila patalangon.	And many false prophets shall rise, and shall deceive many. And many false prophets shall rise, and shall deceive many.
MAT.24.12	Kag tungod sang pagdugang sang kalautan, ang gugma sang madamo nga tumuluo magalas-ay.	And because iniquity shall abound, the love of many shall wax cold. And because iniquity shall abound, the love of many shall wax cold.
MAT.24.13	Pero ang nagapadayon sa pagsunod sa akon sa pagsunod sa akon hasta sa katapusan amo ang maluwas.	But he that shall endure unto the end, the same shall be saved. But he that shall endure unto the end, the same shall be saved.
MAT.24.14	Kag sa wala pa magaabot ang katapusan, iwali sa bilog nga kalibutan ang Maayong Balita parte sa paghari sang Dios para mahibaluan ini sang tanan nga katawhan.”	And this gospel of the kingdom shall be preached in all the world for a witness unto all nations; and then shall the end come. And this gospel of the kingdom shall be preached in all the world for a witness unto all nations; and then shall the end come.
MAT.24.15	Nagpropesiya si Propeta Daniel parte sa makangilil-ad nga butang nga mangin kabangdanan nga pabay-an ang templo ang templo . # 24:15 Dan. 9:27; 11:31; 12:11 # 24:15 Dan. 9:27; 11:31; 12:11 24:15 Dan. 9:27; 11:31; 12:11 (Kamo nga nagabasa, intiendihon ninyo kon ano ang kahulugan sini!) Kon makita ninyo ini nga ara na sa templo, # 24:15 templo: sa literal, balaan nga lugar # 24:15 templo: sa literal, balaan nga lugar 24:15 templo: sa literal, balaan nga lugar	When ye therefore shall see the abomination of desolation, spoken of by Daniel the prophet, stand in the holy place, (whoso readeth, let him understand:) When ye therefore shall see the abomination of desolation, spoken of by Daniel the prophet, stand in the holy place, (whoso readeth, let him understand:)
MAT.24.16	kamo nga ara sa Judea dapat magpalagyo sa kabukiran.	then let them which be in Judæa flee into the mountains: then let them which be in Judæa flee into the mountains:
MAT.24.17	Ang matabuan nga matabuan nga ara sa guwa sang iya balay indi na magsulod pa sa pagkuha sang iya mga pagkabutang.	let him which is on the house top not come down to take any thing out of his house: let him which is on the house top not come down to take any thing out of his house:
MAT.24.18	Ang matabuan nga matabuan nga ara sa iya uma indi na magpuli pa sa pagkuha sang iya bayo.	neither let him which is in the field return back to take his clothes. neither let him which is in the field return back to take his clothes.
MAT.24.19	Makaluluoy ang mga nagabulusong kag ang mga nagapatiti sa sina nga mga inadlaw tungod nga mabudlayan sila sa pagpalagyo tungod nga mabudlayan sila sa pagpalagyo .	And woe unto them that are with child, and to them that give suck in those days! And woe unto them that are with child, and to them that give suck in those days!
MAT.24.20	Magpangamuyo kamo nga ang inyo pagpalagyo indi matabo sa tigtulugnaw ukon sa Adlaw nga Inugpahuway.	But pray ye that your flight be not in the winter, neither on the sabbath day: But pray ye that your flight be not in the winter, neither on the sabbath day:
MAT.24.21	Kay sa sina nga tiyempo magaabot ang puwerte nga pag-antos nga wala pa gid matabo halin sang pagtuga sang kalibutan kag wala sing may matabo pa nga pareho sina hasta san-o.	for then shall be great tribulation, such as was not since the beginning of the world to this time, no, nor ever shall be. for then shall be great tribulation, such as was not since the beginning of the world to this time, no, nor ever shall be.
MAT.24.22	Kon ina nga mga inadlaw wala ginpalip-ot sang Ginoo sang Ginoo , wala gid sing may mabilin nga tawo. Pero tungod sang iya kaluoy sa iya iya kaluoy sa iya mga pinili, palip-uton niya niya ina nga mga inadlaw.	And except those days should be shortened, there should no flesh be saved: but for the elect's sake those days shall be shortened. And except those days should be shortened, there should no flesh be saved: but for the elect's sake those days shall be shortened.
MAT.24.23	“Gani kon may magsiling sa inyo, ‘Ari na ang Cristo!’ ukon ‘Didto siya!’ indi kamo magpati.	Then if any man shall say unto you, Lo, here is Christ, or there; believe it not. Then if any man shall say unto you, Lo, here is is Christ, or there; believe it it not.
MAT.24.24	Kay magaguwa ang indi matuod nga mga Cristo kag ang indi matuod nga mga propeta. Magahimo sila sang mga milagro kag makatilingala nga mga butang sa katuyuan nga patalangon, kon mahimo, bisan pa ang mga pinili sang Dios sang Dios .	For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; insomuch that, if it were possible, they shall deceive the very elect. For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; insomuch that, if it were it were possible, they shall deceive the very elect.
MAT.24.25	Gani tandai gid ninyo ini! Ginasugid ko na sa inyo nga daan ini nga mga butang sa wala pa matabo.	Behold, I have told you before. Behold, I have told you before.
MAT.24.26	“Gani kon may mga tawo nga magsiling sa inyo, ‘Si Cristo ato sa kamingawan,’ indi kamo magkadto didto. Kag kon may magsiling, ‘Ara siya sa sulod,’ # 24:26 Ara siya sa sulod: siguro ang buot silingon, ara siya upod sa iya sekreto nga grupo. # 24:26 Ara siya sa sulod: siguro ang buot silingon, ara siya upod sa iya sekreto nga grupo. 24:26 Ara siya sa sulod: siguro ang buot silingon, ara siya upod sa iya sekreto nga grupo. indi gid kamo magpati.	Wherefore if they shall say unto you, Behold, he is in the desert; go not forth: behold, he is in the secret chambers; believe it not. Wherefore if they shall say unto you, Behold, he is in the desert; go not forth: behold, he is he is in the secret chambers; believe it it not.
MAT.24.27	Kay kon ako nga ako nga Anak sang Tawo magbalik na, makakita ang tanan tungod kay makakita ang tanan tungod kay mangin pareho ini sa kilat nga sa diin ang iya kirab makita halin sa east hasta sa west.	For as the lightning cometh out of the east, and shineth even unto the west; so shall also the coming of the Son of man be. For as the lightning cometh out of the east, and shineth even unto the west; so shall also the coming of the Son of man be.
MAT.24.28	“ May hulubaton nga nagasiling, May hulubaton nga nagasiling, ‘Kon diin may patay nga lawas, didto man nagatilipon ang mga uwak.’	For wheresoever the carcase is, there will the eagles be gathered together. For wheresoever the carcase is, there will the eagles be gathered together.
MAT.24.29	pagapatalangon sa ila kinaandan nga alagyan.’ # 24:29 pagapatalangon…alagyan: ukon, uyugon # 24:29 pagapatalangon…alagyan: ukon, uyugon 24:29 pagapatalangon…alagyan: ukon, uyugon # 24:29 Isa. 13:10; 34:4 # 24:29 Isa. 13:10; 34:4 24:29 Isa. 13:10; 34:4	Immediately after the tribulation of those days shall the sun be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the powers of the heavens shall be shaken: Immediately after the tribulation of those days shall the sun be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the powers of the heavens shall be shaken:
MAT.24.30	“Dayon makita sa langit ang tanda sang akon pagbalik, kag magahibi ang tanan nga katawhan sa kalibutan. Kag makita nila ako nga ako nga Anak sang Tawo sa mga panganod nga magaabot nga may gahom kag puwerte nga kadungganan. # 24:30 gahom kag puwerte nga kadungganan: ukon, gahom nga nagasilak gid # 24:30 gahom kag puwerte nga kadungganan: ukon, gahom nga nagasilak gid 24:30 gahom kag puwerte nga kadungganan: ukon, gahom nga nagasilak gid	and then shall appear the sign of the Son of man in heaven: and then shall all the tribes of the earth mourn, and they shall see the Son of man coming in the clouds of heaven with power and great glory. and then shall appear the sign of the Son of man in heaven: and then shall all the tribes of the earth mourn, and they shall see the Son of man coming in the clouds of heaven with power and great glory.
MAT.24.31	Sa mabaskog nga tunog sang trumpeta suguon ko ang akon mga anghel sa pagtipon sang akon mga pinili halin sa tanan nga lugar sang kalibutan.	And he shall send his angels with a great sound of a trumpet, and they shall gather together his elect from the four winds, from one end of heaven to the other. And he shall send his angels with a great sound of a trumpet, and they shall gather together his elect from the four winds, from one end of heaven to the other.
MAT.24.32	“Magtuon kamo sang leksyon sa kahoy nga higera. Kon ang iya mga sanga nagapanalingsing na, mahibaluan ninyo nga madali na lang ang tig-ilinit.	Now learn a parable of the fig tree; When his branch is yet tender, and putteth forth leaves, ye know that summer is nigh: Now learn a parable of the fig tree; When his branch is yet tender, and putteth forth leaves, ye know that summer is is nigh:
MAT.24.33	Sa amo man nga bagay, kon makita ninyo nga nagakalatabo na ini tanan nga butang nga akon ginasugid sa inyo nga akon ginasugid sa inyo , mahibaluan ninyo nga madali na lang ako mag-abot.	so likewise ye, when ye shall see all these things, know that it is near, even at the doors. so likewise ye, when ye shall see all these things, know that it is near, even even at the doors.
MAT.24.34	Sa pagkamatuod, magakalatuman ini tanan nga butang sa wala pa mapatay ang mga tawo sa mga tawo sa sini nga henerasyon.	Verily I say unto you, This generation shall not pass, till all these things be fulfilled. Verily I say unto you, This generation shall not pass, till all these things be fulfilled.
MAT.24.35	Madula ang langit kag ang duta, pero ang akon mga pulong indi gid madula kundi matuman gid ini kundi matuman gid ini .	Heaven and earth shall pass away, but my words shall not pass away. Heaven and earth shall pass away, but my words shall not pass away.
MAT.24.36	“Kon parte sa adlaw ukon oras sang akon pag-abot, wala gid sing may nakahibalo bisan ang mga anghel sa langit ukon ako nga ako nga Anak sang Dios sang Dios , kundi ang Amay gid lang.	But of that day and hour knoweth no man , no, not the angels of heaven, but my Father only. But of that day and hour knoweth no man man , no, not the angels of heaven, but my Father only.
MAT.24.37	Kon ano ang ginhimo sang mga tawo sang tiyempo ni Noe amo man ang himuon sang mga tawo kon mag-abot na ako nga ako nga Anak sang Tawo.	But as the days of Noe were , so shall also the coming of the Son of man be. But as the days of Noe were were , so shall also the coming of the Son of man be.
MAT.24.38	Kay sa wala pa mag-abot ang grabe gid nga baha ang mga tawo wala na sing iban pa nga ginapinsar kundi magpangalipay wala na sing iban pa nga ginapinsar kundi magpangalipay . Sige lang ang ila kaon, inom, kag inasawahay hasta sa adlaw nga nagsulod si Noe sa barko.	For as in the days that were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noe entered into the ark, For as in the days that were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noe entered into the ark,
MAT.24.39	Wala gid sila kahibalo kon ano ang matabo hasta nag-abot ang baha kag nagkalalumos sila tanan. Pareho man sini ang matabo kon ako nga ako nga Anak sang Tawo mag-abot na.	and knew not until the flood came, and took them all away; so shall also the coming of the Son of man be. and knew not until the flood came, and took them all away; so shall also the coming of the Son of man be.
MAT.24.40	Sa sina nga mga inadlaw, kon matabuan nga may duha ka lalaki nga nagaobra sa talamnan, ang isa kuhaon kag ang isa ibilin.	Then shall two be in the field; the one shall be taken, and the other left. Then shall two be in the field; the one shall be taken, and the other left.
MAT.24.41	Kag kon may duha ka babayi nga nagagaling; ang isa kuhaon kag ang isa ibilin.	Two women shall be grinding at the mill; the one shall be taken, and the other left. Two women shall be women shall be grinding at the mill; the one shall be taken, and the other left.
MAT.24.42	Gani magbantay kamo, kay wala kamo kahibalo kon san-o magaabot ang inyo Ginoo.	Watch therefore: for ye know not what hour your Lord doth come. Watch therefore: for ye know not what hour your Lord doth come.
MAT.24.43	Tandai ninyo ini: kon nahibaluan sang tagbalay kon ano nga oras sa gab-i maabot ang makawat, sigurado nga magbantay siya para indi makasulod ang makawat sa iya balay.	But know this, that if the goodman of the house had known in what watch the thief would come, he would have watched, and would not have suffered his house to be broken up. But know this, that if the goodman of the house had known in what watch the thief would come, he would have watched, and would not have suffered his house to be broken up.
MAT.24.44	Gani magbantay gid kamo, kay sa oras nga wala ninyo ginapaabot, ako nga ako nga Anak sang Tawo magaabot.	Therefore be ye also ready: for in such an hour as ye think not the Son of man cometh. Therefore be ye also ready: for in such an hour as ye think not the Son of man cometh.
MAT.24.45	“Ang masaligan kag maalam nga ulipon amo ang ginapili sang amo nga magdumala sa iya kaupod nga mga ulipon. Siya ang nagahatag sa ila sang ila pagkaon sa husto nga oras.	Who then is a faithful and wise servant, whom his lord hath made ruler over his household, to give them meat in due season? Who then is a faithful and wise servant, whom his lord hath made ruler over his household, to give them meat in due season?
MAT.24.46	Bulahan ato nga ulipon nga sa pagbalik sang iya amo maabtan siya nga nagahimo sang iya buluhaton.	Blessed is that servant, whom his lord when he cometh shall find so doing. Blessed is is that servant, whom his lord when he cometh shall find so doing.
MAT.24.47	Sa pagkamatuod, padumalahon siya sa tanan nga pagkabutang sang iya amo.	Verily I say unto you, That he shall make him ruler over all his goods. Verily I say unto you, That he shall make him ruler over all his goods.
MAT.24.48	Pero kaluluoy ang indi maayo nga ulipon nga sa paglakat sang iya amo magahunahuna siya nga madugay pa siya magbalik,	But and if that evil servant shall say in his heart, My lord delayeth his coming; But and if that evil servant shall say in his heart, My lord delayeth his coming;
MAT.24.49	gani magasugod siya sa pagpamintas sa iya kaupod nga mga ulipon kag magaupod kaon kag inom sa mga palahubog.	and shall begin to smite his fellowservants, and to eat and drink with the drunken; and shall begin to smite his his fellowservants, and to eat and drink with the drunken;
MAT.24.50	Magaabot ang iya amo sa oras nga wala gid niya ginahunahuna	the lord of that servant shall come in a day when he looketh not for him , and in an hour that he is not aware of, the lord of that servant shall come in a day when he looketh not for him him , and in an hour that he is not aware of,
MAT.24.51	kag grabe ang silot nga iya agumon. # 24:51 kag grabe ang silot nga iya agumon: sa literal, kag tadtaron siya # 24:51 kag grabe ang silot nga iya agumon: sa literal, kag tadtaron siya 24:51 kag grabe ang silot nga iya agumon: sa literal, kag tadtaron siya Ibutang siya sa isa ka lugar upod sa mga hipokrito. Didto may paghinibi kag pagbinagrot sang mga ngipon.”	and shall cut him asunder, and appoint him his portion with the hypocrites: there shall be weeping and gnashing of teeth. and shall cut him asunder, and appoint him him his portion with the hypocrites: there shall be weeping and gnashing of teeth.
MAT.25.1	“Pag-abot sang sina nga adlaw, # 25:1 Pag-abot sang sina nga adlaw: siguro ang buot silingon, ang pagbalik ni Ginoong Jesus. Tan-awa ang 24:36. # 25:1 Pag-abot sang sina nga adlaw: siguro ang buot silingon, ang pagbalik ni Ginoong Jesus. Tan-awa ang 24:36. 25:1 Pag-abot sang sina nga adlaw: siguro ang buot silingon, ang pagbalik ni Ginoong Jesus. Tan-awa ang 24:36. ang paghari sang Dios # 25:1 Dios: sa literal, langit # 25:1 Dios: sa literal, langit 25:1 Dios: sa literal, langit mapaanggid sa sini nga estorya: May sini nga estorya: May napulo ka dalaga nga nagdala sang ila mga suga kay masugata sila sa nobyo nga kalaslon.	Then shall the kingdom of heaven be likened unto ten virgins, which took their lamps, and went forth to meet the bridegroom. Then shall the kingdom of heaven be likened unto ten virgins, which took their lamps, and went forth to meet the bridegroom.
MAT.25.2	Ang lima sa ila maalamon kag ang lima indi maalamon. # 25:2 maalamon…indi maalamon: ukon, mainandamon…indi mainandamon # 25:2 maalamon…indi maalamon: ukon, mainandamon…indi mainandamon 25:2 maalamon…indi maalamon: ukon, mainandamon…indi mainandamon	And five of them were wise, and five were foolish. And five of them were wise, and five were were foolish.
MAT.25.3	Ang mga indi maalamon nagdala sang ila mga suga, ugaling wala sila nagdala sang reserba nga lana para kon maubos ang lana sa ila suga may inugtughong pa sila.	They that were foolish took their lamps, and took no oil with them: They that were were foolish took their lamps, and took no oil with them:
MAT.25.4	Ang mga maalamon nagdala man sang ila mga suga kag nagdala pa gid sang reserba nga lana sa suludlan.	but the wise took oil in their vessels with their lamps. but the wise took oil in their vessels with their lamps.
MAT.25.5	Kag tungod nga madugay mag-abot ang nobyo gintuyo sila kag natulugan sila tanan.	While the bridegroom tarried, they all slumbered and slept. While the bridegroom tarried, they all slumbered and slept.
MAT.25.6	“Sang tungang gab-i na may nagsinggit, ‘Ari na ang nobyo! Dali kamo, sugataa ninyo siya.’	And at midnight there was a cry made, Behold, the bridegroom cometh; go ye out to meet him. And at midnight there was a cry made, Behold, the bridegroom cometh; go ye out to meet him.
MAT.25.7	Ang napulo ka dalaga nagbugtaw kag ginpreparar nila ang ila mga suga.	Then all those virgins arose, and trimmed their lamps. Then all those virgins arose, and trimmed their lamps.
MAT.25.8	Dayon ang mga dalaga nga dalaga nga indi maalamon nagsiling sa mga maalamon, ‘Hatagi kami sang inyo lana kay nagapiraw na ang amon suga.’	And the foolish said unto the wise, Give us of your oil; for our lamps are gone out. And the foolish said unto the wise, Give us of your oil; for our lamps are gone out.
MAT.25.9	Nagsabat sila, ‘Indi mahimo, kay kon hatagan namon kamo pareho kita nga kulangon. Magkadto na lang kamo sa mga tindahan kag magbakal sang para sa inyo.’	But the wise answered, saying, Not so ; lest there be not enough for us and you: but go ye rather to them that sell, and buy for yourselves. But the wise answered, saying, Not so Not so ; lest there be not enough for us and you: but go ye rather to them that sell, and buy for yourselves.
MAT.25.10	Paghalin nila para magbakal sang lana amo man ang pag-abot sang nobyo. Ang lima nga nakapreparar nag-upod sa iya sa punsyon. Pagsulod nila, ginsiradhan dayon ang puwertahan.	And while they went to buy, the bridegroom came; and they that were ready went in with him to the marriage: and the door was shut. And while they went to buy, the bridegroom came; and they that were ready went in with him to the marriage: and the door was shut.
MAT.25.11	“Dugay-dugay nag-abot man ang lima ka dalaga nga nagbakal sang lana, kag nagpanawag, ‘Sir, sir, pasudla kami.’	Afterward came also the other virgins, saying, Lord, Lord, open to us. Afterward came also the other virgins, saying, Lord, Lord, open to us.
MAT.25.12	Pero nagsabat ang nobyo, ‘Sa pagkamatuod, wala ako makakilala sa inyo.’ ”	But he answered and said, Verily I say unto you, I know you not. But he answered and said, Verily I say unto you, I know you not.
MAT.25.13	Dayon nagsiling si Jesus, Dayon nagsiling si Jesus, “Amo ina nga kinahanglan nga magbantay kamo kay wala kamo kahibalo kon san-o nga adlaw ukon oras ako maabot.”	Watch therefore, for ye know neither the day nor the hour wherein the Son of man cometh. Watch therefore, for ye know neither the day nor the hour wherein the Son of man cometh.
MAT.25.14	Nagsiling pa gid si Jesus, “Ang paghari sang Dios Nagsiling pa gid si Jesus, “Ang paghari sang Dios mapaanggid sa sini nga estorya: May sini nga estorya: May isa ka tawo nga manuglakat sa iban nga lugar. Gani gintawag niya ang iya mga ulipon kag gintugyan sa ila ang iya kuwarta para inegosyo nila para inegosyo nila .	For the kingdom of heaven is as a man travelling into a far country, who called his own servants, and delivered unto them his goods. For the kingdom of heaven is the kingdom of heaven is as a man travelling into a far country, who who called his own servants, and delivered unto them his goods.
MAT.25.15	Ang kada isa sa ila ginhatagan niya suno sa ila masarangan sa pagnegosyo. Ang isa ginhatagan niya sing 5,000, ang isa 2,000, kag ang isa pa gid ginhatagan niya sing 1,000. Dayon naglakat siya.	And unto one he gave five talents, to another two, and to another one; to every man according to his several ability; and straightway took his journey. And unto one he gave five talents, to another two, and to another one; to every man according to his several ability; and straightway took his journey.
MAT.25.16	Ang ulipon nga nakabaton sang 5,000 nagnegosyo dayon kag nakaganansya siya sing 5,000.	Then he that had received the five talents went and traded with the same, and made them other five talents. Then he that had received the five talents went and traded with the same, and made them them other five talents.
MAT.25.17	Amo man ang ginhimo sang nakabaton sang 2,000, kag nakaganansya siya sing 2,000.	And likewise he that had received two, he also gained other two. And likewise he that had received had received two, he also gained other two.
MAT.25.18	Pero ang nakabaton sang 1,000 naglakat kag nagkutkot sa duta, kag ginlubong niya ang kuwarta nga ginhatag sang iya amo para inegosyo para inegosyo .	But he that had received one went and digged in the earth, and hid his lord's money. But he that had received one went and digged in the earth, and hid his lord's money.
MAT.25.19	“Sang ulihi nagbalik ang ila amo kag gintawag niya ang iya mga ulipon para magsuma sila sang iya kuwarta nga ginpanegosyo sa ila.	After a long time the lord of those servants cometh, and reckoneth with them. After a long time the lord of those servants cometh, and reckoneth with them.
MAT.25.20	Ang ulipon nga nakabaton sing 5,000 nagpalapit kag ginhatag niya sa iya amo ang 5,000 nga kapital pati ang 5,000 nga iya ganansya. Nagsiling siya, ‘Indi bala ginhatagan mo ako sang 5,000? Ti ari ang sa akon. Nakaganansya pa gid ako sing 5,000.’	And so he that had received five talents came and brought other five talents, saying, Lord, thou deliveredst unto me five talents: behold, I have gained beside them five talents more. And so he that had received five talents came and brought other five talents, saying, Lord, thou deliveredst unto me five talents: behold, I have gained beside them five talents more.
MAT.25.21	Kag nagsiling ang iya amo, ‘Maayo ka nga ulipon! Masaligan ka! Kag tungod nga masaligan ka kag maayo magpatikang sang diutay nga kantidad, karon itugyan ko sa imo ang mas dako pa gid nga kantidad. Dali, magkalipay ka upod sa akon!’	His lord said unto him, Well done, thou good and faithful servant: thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord. His lord said unto him, Well done, thou thou good and faithful servant: thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.
MAT.25.22	Ang ulipon nga nakabaton sing 2,000 nagpalapit man. Nagsiling siya sa iya amo, ‘Indi bala nga ginhatagan mo ako sing 2,000? Ari, nakaganansya man ako sing 2,000!’	He also that had received two talents came and said, Lord, thou deliveredst unto me two talents: behold, I have gained two other talents beside them. He also that had received two talents came and said, Lord, thou deliveredst unto me two talents: behold, I have gained two other talents beside them.
MAT.25.23	Nagsiling ang iya amo, ‘Maayo ka nga ulipon! Masaligan ka! Kag tungod nga masaligan ka kag maayo magpatikang sang diutay nga kantidad, karon itugyan ko sa imo ang mas dako pa gid nga kantidad. Dali, magkalipay ka upod sa akon!’	His lord said unto him, Well done, good and faithful servant; thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord. His lord said unto him, Well done, good and faithful servant; thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.
MAT.25.24	Nagpalapit man ang ulipon nga nakabaton sing 1,000. Nagsiling siya, ‘Sir, nahibaluan ko nga masyado ka kaestrikto kag wala kaluoy nga tawo, kay ginakuha mo ang patubas bisan indi ikaw ang nagtanom, kag ginakuha mo ang ganansya sang pinangabudlayan sang iban.	Then he which had received the one talent came and said, Lord, I knew thee that thou art an hard man, reaping where thou hast not sown, and gathering where thou hast not strawed: Then he which had received the one talent came and said, Lord, I knew thee that thou art an hard man, reaping where thou hast not sown, and gathering where thou hast not strawed:
MAT.25.25	Gani ginhadlukan ako. Amo ina nga ginlubong ko na lang sa duta ang imo kuwarta. Ari ang imo kuwarta.’	and I was afraid, and went and hid thy talent in the earth: lo, there thou hast that is thine. and I was afraid, and went and hid thy talent in the earth: lo, there there thou hast that is that is thine.
MAT.25.26	Nagsiling ang iya amo, ‘Malain ka kag matamad nga ulipon! Nahibaluan mo gali nga ginakuha ko ang patubas bisan indi ako ang nagtanom, kag ginakuha ko ang ganansya sang pinangabudlayan sang iban.	His lord answered and said unto him, Thou wicked and slothful servant, thou knewest that I reap where I sowed not, and gather where I have not strawed: His lord answered and said unto him, Thou Thou wicked and slothful servant, thou knewest that I reap where I sowed not, and gather where I have not strawed:
MAT.25.27	Ti ngaa wala mo pag-ibutang sa bangko ang akon kuwarta para sa akon pagbalik makuha ko ang akon kuwarta nga may saka pa?’	thou oughtest therefore to have put my money to the exchangers, and then at my coming I should have received mine own with usury. thou oughtest therefore to have put my money to the exchangers, and then then at my coming I should have received mine own with usury.
MAT.25.28	Nagsiling siya dayon sa iban pa nga mga ulipon, Nagsiling siya dayon sa iban pa nga mga ulipon, ‘Sige kuhaa ninyo ang iya kuwarta kag ihatag sa ulipon nga may kantidad nga 10,000.	Take therefore the talent from him, and give it unto him which hath ten talents. Take therefore the talent from him, and give it it unto him which hath ten talents.
MAT.25.29	Kay ang bisan sin-o nga may ara hatagan pa. Pero ang wala iya, bisan ang diutay nga ara sa iya kuhaon pa.	For unto every one that hath shall be given, and he shall have abundance: but from him that hath not shall be taken away even that which he hath. For unto every one that hath shall be given, and he shall have abundance: but from him that hath not shall be taken away even that which he hath.
MAT.25.30	Ang ulipon nga wala sing pulos ihaboy ninyo sa kadudulman didto sa guwa. Didto magahibi siya kag magabagrot ang iya mga ngipon. # 25:30 magabagrot ang iya mga ngipon siguro tungod sa kaakig ukon sa kasakit. # 25:30 magabagrot ang iya mga ngipon siguro tungod sa kaakig ukon sa kasakit. 25:30 magabagrot ang iya mga ngipon siguro tungod sa kaakig ukon sa kasakit. ’	And cast ye the unprofitable servant into outer darkness: there shall be weeping and gnashing of teeth. And cast ye the unprofitable servant into outer darkness: there shall be weeping and gnashing of teeth.
MAT.25.31	“Kon ako nga ako nga Anak sang Tawo mag-abot na bilang Hari, nga ginaupdan sang tanan nga anghel, magapungko ako dayon sa akon trono nga harianon.	When the Son of man shall come in his glory, and all the holy angels with him, then shall he sit upon the throne of his glory: When the Son of man shall come in his glory, and all the holy angels with him, then shall he sit upon the throne of his glory:
MAT.25.32	Ang tanan nga katawhan sa kalibutan pagatipunon para mag-atubang sa akon. Dayon tungaon ko sila sa duha ka grupo pareho sang pagseparar sang manugbantay sang sapat sa mga karnero kag mga kanding.	and before him shall be gathered all nations: and he shall separate them one from another, as a shepherd divideth his sheep from the goats: and before him shall be gathered all nations: and he shall separate them one from another, as a shepherd divideth his his sheep from the goats:
MAT.25.33	Ang mga karnero, nga amo ang mga matarong, nga amo ang mga matarong, ibutang ko sa akon tuo, kag ang mga kanding, nga amo ang mga malain, nga amo ang mga malain, ibutang ko sa akon wala.	and he shall set the sheep on his right hand, but the goats on the left. and he shall set the sheep on his right hand, but the goats on the left.
